Task ID,Root Entity,Size of ontology TBox,Size of ontology ABox,Task Type,Answer Type,SPARQL Query,Predicate,Answer,Avg Min Explanation Size,Avg Max Explanation Size,Avg Explanation Count,Task ID temp,Bin_Size of ontology ABox,Bin_Avg Min Explanation Size,strata,split
1hop-Thing_martha_stafford_1814-martha-hasSister-MC,Thing_martha_stafford_1814,43,11,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#martha_stafford_1814> <http://www.example.com/genealogy.owl#hasSister> ?object },hasSister,mary_ann_stafford_1810,2,2,10,1hop-Thing_martha_stafford_1814-martha-hasSister,22.0,30.0,22.0_30.0,train
1hop-Thing_martha_stafford_1814-caroline-hasAncestor-MC,Thing_martha_stafford_1814,43,11,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#caroline_bright_1845> <http://www.example.com/genealogy.owl#hasAncestor> ?object },hasAncestor,"rebecca_wife_of_james_stafford, james_stafford_1779",0,0,0,1hop-Thing_martha_stafford_1814-caroline-hasAncestor,22.0,,22.0_nan,train
1hop-Thing_martha_stafford_1814-james-isAncestorOf-MC,Thing_martha_stafford_1814,43,11,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#james_stafford_1779> <http://www.example.com/genealogy.owl#isAncestorOf> ?object },isAncestorOf,"caroline_bright_1845, edmund_charles_bright_1852, james_bright_1839, martha_ann_bright_1835, eliza_bright_1842, sarah_rebecca_bright_1849",1,3,10,1hop-Thing_martha_stafford_1814-james-isAncestorOf,22.0,15.0,22.0_15.0,train
1hop-Thing_mary_ann_cotton_1847-rebecca-isSisterOf-BIN,Thing_mary_ann_cotton_1847,43,12,Property Assertion,Binary,SELECT ?object WHERE { <rebecca_cotton_1845> <isSisterOf> ?object },isSisterOf,true,2,2,10,1hop-Thing_mary_ann_cotton_1847-rebecca-isSisterOf,24.0,30.0,24.0_30.0,train
1hop-Thing_mary_ann_cotton_1847-rebecca-isSisterOf-MC,Thing_mary_ann_cotton_1847,43,12,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#rebecca_cotton_1845> <http://www.example.com/genealogy.owl#isSisterOf> ?object },isSisterOf,mary_ann_cotton_1847,2,2,10,1hop-Thing_mary_ann_cotton_1847-rebecca-isSisterOf,24.0,30.0,24.0_30.0,train
1hop-Thing_mary_ann_whitfield_1824-mary-hasMother-BIN,Thing_mary_ann_whitfield_1824,43,3,Property Assertion,Binary,SELECT ?object WHERE { <mary_ann_whitfield_1824> <hasMother> ?object },hasMother,true,1,2,10,1hop-Thing_mary_ann_whitfield_1824-mary-hasMother,4.0,15.0,4.0_15.0,train
1hop-Thing_mary_ann_whitfield_1824-mary-hasMother-MC,Thing_mary_ann_whitfield_1824,43,3,Property Assertion,Multi Choice,SELECT ?object WHERE { <mary_ann_whitfield_1824> <hasMother> ?object },hasMother,mary_ann_whitfield_1824,1,2,10,1hop-Thing_mary_ann_whitfield_1824-mary-hasMother,4.0,15.0,4.0_15.0,train
1hop-Thing_mary_ann_whitfield_1824-mary-hasMother-MC,Thing_mary_ann_whitfield_1824,43,3,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#mary_ann_whitfield_1824> <http://www.example.com/genealogy.owl#hasMother> ?object },hasMother,sarah_jewell_1790,1,2,10,1hop-Thing_mary_ann_whitfield_1824-mary-hasMother,4.0,15.0,4.0_15.0,train
1hop-Thing_mary_eliza_jessop_1863-robert-hasParent-BIN,Thing_mary_eliza_jessop_1863,43,11,Property Assertion,Binary,SELECT ?object WHERE { <robert_harvey_1906> <hasParent> ?object },hasParent,true,2,2,10,1hop-Thing_mary_eliza_jessop_1863-robert-hasParent,22.0,30.0,22.0_30.0,train
1hop-Thing_mary_eliza_jessop_1863-robert-hasRelation-BIN,Thing_mary_eliza_jessop_1863,43,11,Property Assertion,Binary,SELECT ?object WHERE { <robert_harvey_1906> <hasRelation> ?object },hasRelation,true,20,20,1,1hop-Thing_mary_eliza_jessop_1863-robert-hasRelation,22.0,307.0,22.0_307.0,train
1hop-Thing_mary_eliza_jessop_1863-robert-hasRelation-BIN,Thing_mary_eliza_jessop_1863,43,11,Property Assertion,Binary,SELECT ?object WHERE { <robert_harvey_1906> <hasRelation> ?object },hasRelation,true,2,4,10,1hop-Thing_mary_eliza_jessop_1863-robert-hasRelation,22.0,30.0,22.0_30.0,train
1hop-Thing_mary_eliza_jessop_1863-robert-isChildOf-BIN,Thing_mary_eliza_jessop_1863,43,11,Property Assertion,Binary,SELECT ?object WHERE { <robert_harvey_1906> <isChildOf> ?object },isChildOf,true,2,2,10,1hop-Thing_mary_eliza_jessop_1863-robert-isChildOf,22.0,30.0,22.0_30.0,train
1hop-Thing_mary_eliza_jessop_1863-robert-hasParent-MC,Thing_mary_eliza_jessop_1863,43,11,Property Assertion,Multi Choice,SELECT ?object WHERE { <robert_harvey_1906> <hasParent> ?object },hasParent,robert_harvey_1906,2,2,10,1hop-Thing_mary_eliza_jessop_1863-robert-hasParent,22.0,30.0,22.0_30.0,train
1hop-Thing_mary_eliza_jessop_1863-robert-isChildOf-MC,Thing_mary_eliza_jessop_1863,43,11,Property Assertion,Multi Choice,SELECT ?object WHERE { <robert_harvey_1906> <isChildOf> ?object },isChildOf,robert_harvey_1906,2,2,10,1hop-Thing_mary_eliza_jessop_1863-robert-isChildOf,22.0,30.0,22.0_30.0,train
1hop-Thing_mary_eliza_jessop_1863-robert-isChildOf-MC,Thing_mary_eliza_jessop_1863,43,11,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#robert_harvey_1906> <http://www.example.com/genealogy.owl#isChildOf> ?object },isChildOf,mary_eliza_jessop_1863,2,2,10,1hop-Thing_mary_eliza_jessop_1863-robert-isChildOf,22.0,30.0,22.0_30.0,train
1hop-Thing_mary_eliza_jessop_1863-robert-hasRelation-MC,Thing_mary_eliza_jessop_1863,43,11,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#robert_harvey_1906> <http://www.example.com/genealogy.owl#hasRelation> ?object },hasRelation,"hilda_harvey_1890, john_jessop_harvey_1892, james_jessop_1836, martha_cotton_1832, alice_harvey_1895, ethel_harvey_1888, charlotte_ann_jessop_1865",0,0,0,1hop-Thing_mary_eliza_jessop_1863-robert-hasRelation,22.0,,22.0_nan,train
1hop-Thing_mary_eliza_jessop_1863-robert-hasParent-MC,Thing_mary_eliza_jessop_1863,43,11,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#robert_harvey_1906> <http://www.example.com/genealogy.owl#hasParent> ?object },hasParent,mary_eliza_jessop_1863,2,2,10,1hop-Thing_mary_eliza_jessop_1863-robert-hasParent,22.0,30.0,22.0_30.0,train
1hop-Thing_mary_frankish-zilpah-hasRelation-BIN,Thing_mary_frankish,43,8,Property Assertion,Binary,SELECT ?object WHERE { <zilpah_green_1810> <hasRelation> ?object },hasRelation,true,2,4,10,1hop-Thing_mary_frankish-zilpah-hasRelation,15.0,30.0,15.0_30.0,train
1hop-Thing_mary_frankish-zilpah-hasRelation-MC,Thing_mary_frankish,43,8,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#zilpah_green_1810> <http://www.example.com/genealogy.owl#hasRelation> ?object },hasRelation,"rebecca_green_1800, ann_green_1806, tamar_green_1810, mary_green_1803, john_green_1802, william_green_1813, mary_frankish",0,0,0,1hop-Thing_mary_frankish-zilpah-hasRelation,15.0,,15.0_nan,train
1hop-Thing_mary_glover-mary-hasAncestor-BIN,Thing_mary_glover,43,4,Property Assertion,Binary,SELECT ?object WHERE { <mary_hollingsworth_1801> <hasAncestor> ?object },hasAncestor,true,2,3,10,1hop-Thing_mary_glover-mary-hasAncestor,6.0,30.0,6.0_30.0,train
1hop-Thing_mary_glover-mary-hasChild-BIN,Thing_mary_glover,43,4,Property Assertion,Binary,SELECT ?object WHERE { <mary_glover> <hasChild> ?object },hasChild,true,2,3,10,1hop-Thing_mary_glover-mary-hasChild,6.0,30.0,6.0_30.0,train
1hop-Thing_mary_glover-mary-hasChild-MC,Thing_mary_glover,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <mary_glover> <hasChild> ?object },hasChild,mary_glover,2,3,10,1hop-Thing_mary_glover-mary-hasChild,6.0,30.0,6.0_30.0,train
1hop-Thing_mary_glover-mary-hasAncestor-MC,Thing_mary_glover,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <mary_hollingsworth_1801> <hasAncestor> ?object },hasAncestor,mary_hollingsworth_1801,2,3,10,1hop-Thing_mary_glover-mary-hasAncestor,6.0,30.0,6.0_30.0,train
1hop-Thing_mary_glover-mary-hasChild-MC,Thing_mary_glover,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#mary_glover> <http://www.example.com/genealogy.owl#hasChild> ?object },hasChild,mary_hollingsworth_1801,2,3,10,1hop-Thing_mary_glover-mary-hasChild,6.0,30.0,6.0_30.0,train
1hop-Thing_mary_glover-mary-hasAncestor-MC,Thing_mary_glover,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#mary_hollingsworth_1801> <http://www.example.com/genealogy.owl#hasAncestor> ?object },hasAncestor,mary_glover,2,3,10,1hop-Thing_mary_glover-mary-hasAncestor,6.0,30.0,6.0_30.0,train
1hop-Thing_mary_green_1803-william-hasSister-BIN,Thing_mary_green_1803,43,4,Property Assertion,Binary,SELECT ?object WHERE { <william_green_1813> <hasSister> ?object },hasSister,true,1,1,1,1hop-Thing_mary_green_1803-william-hasSister,6.0,15.0,6.0_15.0,train
1hop-Thing_mary_green_1803-william-isAncestorOf-BIN,Thing_mary_green_1803,43,4,Property Assertion,Binary,SELECT ?object WHERE { <william_green> <isAncestorOf> ?object },isAncestorOf,true,1,3,10,1hop-Thing_mary_green_1803-william-isAncestorOf,6.0,15.0,6.0_15.0,train
1hop-Thing_mary_green_1803-william-isAncestorOf-MC,Thing_mary_green_1803,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <william_green> <isAncestorOf> ?object },isAncestorOf,william_green,1,3,10,1hop-Thing_mary_green_1803-william-isAncestorOf,6.0,15.0,6.0_15.0,train
1hop-Thing_mary_green_1803-william-hasSister-MC,Thing_mary_green_1803,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#william_green_1813> <http://www.example.com/genealogy.owl#hasSister> ?object },hasSister,mary_green_1803,1,1,1,1hop-Thing_mary_green_1803-william-hasSister,6.0,15.0,6.0_15.0,train
1hop-Thing_mary_green_1803-william-isAncestorOf-MC,Thing_mary_green_1803,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#william_green> <http://www.example.com/genealogy.owl#isAncestorOf> ?object },isAncestorOf,mary_green_1803,1,3,10,1hop-Thing_mary_green_1803-william-isAncestorOf,6.0,15.0,6.0_15.0,train
1hop-Thing_mary_green_1803-mary-type-BIN,Thing_mary_green_1803,43,4,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_green_1803> rdf:type <http://www.example.com/genealogy.owl#Woman> },type,true,2,3,5,1hop-Thing_mary_green_1803-mary-type,6.0,30.0,6.0_30.0,train
1hop-Thing_mary_harsley_1810-rebecca-isSisterOf-BIN,Thing_mary_harsley_1810,43,8,Property Assertion,Binary,SELECT ?object WHERE { <rebecca_harsley_1793> <isSisterOf> ?object },isSisterOf,true,2,2,10,1hop-Thing_mary_harsley_1810-rebecca-isSisterOf,15.0,30.0,15.0_30.0,train
1hop-Thing_mary_harsley_1810-rebecca-isSisterOf-MC,Thing_mary_harsley_1810,43,8,Property Assertion,Multi Choice,SELECT ?object WHERE { <rebecca_harsley_1793> <isSisterOf> ?object },isSisterOf,rebecca_harsley_1793,2,2,10,1hop-Thing_mary_harsley_1810-rebecca-isSisterOf,15.0,30.0,15.0_30.0,train
1hop-Thing_mary_harsley_1810-rebecca-isSisterOf-MC,Thing_mary_harsley_1810,43,8,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#rebecca_harsley_1793> <http://www.example.com/genealogy.owl#isSisterOf> ?object },isSisterOf,mary_harsley_1810,2,2,10,1hop-Thing_mary_harsley_1810-rebecca-isSisterOf,15.0,30.0,15.0_30.0,train
1hop-Thing_mary_hollingsworth_1801-matthew-hasAncestor-BIN,Thing_mary_hollingsworth_1801,43,10,Property Assertion,Binary,SELECT ?object WHERE { <matthew_tacey_1837> <hasAncestor> ?object },hasAncestor,true,2,4,10,1hop-Thing_mary_hollingsworth_1801-matthew-hasAncestor,19.0,30.0,19.0_30.0,train
1hop-Thing_mary_hollingsworth_1801-matthew-hasAncestor-BIN,Thing_mary_hollingsworth_1801,43,10,Property Assertion,Binary,SELECT ?object WHERE { <matthew_tacey_1837> <hasAncestor> ?object },hasAncestor,true,2,3,10,1hop-Thing_mary_hollingsworth_1801-matthew-hasAncestor,19.0,30.0,19.0_30.0,train
1hop-Thing_mary_hollingsworth_1801-susannah-isChildOf-BIN,Thing_mary_hollingsworth_1801,43,10,Property Assertion,Binary,SELECT ?object WHERE { <susannah_tacey_1834> <isChildOf> ?object },isChildOf,true,2,2,10,1hop-Thing_mary_hollingsworth_1801-susannah-isChildOf,19.0,30.0,19.0_30.0,train
1hop-Thing_mary_hollingsworth_1801-susannah-isChildOf-MC,Thing_mary_hollingsworth_1801,43,10,Property Assertion,Multi Choice,SELECT ?object WHERE { <susannah_tacey_1834> <isChildOf> ?object },isChildOf,"susannah_tacey_1834, matthew_tacey_1837",0,0,0,1hop-Thing_mary_hollingsworth_1801-susannah-isChildOf,19.0,,19.0_nan,train
1hop-Thing_mary_hollingsworth_1801-susannah-isChildOf-MC,Thing_mary_hollingsworth_1801,43,10,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#susannah_tacey_1834> <http://www.example.com/genealogy.owl#isChildOf> ?object },isChildOf,mary_hollingsworth_1801,2,2,10,1hop-Thing_mary_hollingsworth_1801-susannah-isChildOf,19.0,30.0,19.0_30.0,train
1hop-Thing_mary_hollingsworth_1801-matthew-hasAncestor-MC,Thing_mary_hollingsworth_1801,43,10,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#matthew_tacey_1837> <http://www.example.com/genealogy.owl#hasAncestor> ?object },hasAncestor,"john_hollinsworth_1768, mary_hollingsworth_1801, mary_glover",0,0,0,1hop-Thing_mary_hollingsworth_1801-matthew-hasAncestor,19.0,,19.0_nan,train
1hop-Thing_mary_jessop_1840-mary-hasMother-BIN,Thing_mary_jessop_1840,43,6,Property Assertion,Binary,SELECT ?object WHERE { <mary_jessop_1840> <hasMother> ?object },hasMother,true,1,2,10,1hop-Thing_mary_jessop_1840-mary-hasMother,11.0,15.0,11.0_15.0,train
1hop-Thing_mary_jessop_1840-mary-hasMother-MC,Thing_mary_jessop_1840,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <mary_jessop_1840> <hasMother> ?object },hasMother,mary_jessop_1840,1,2,10,1hop-Thing_mary_jessop_1840-mary-hasMother,11.0,15.0,11.0_15.0,train
1hop-Thing_mary_jessop_1840-mary-hasMother-MC,Thing_mary_jessop_1840,43,6,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#mary_jessop_1840> <http://www.example.com/genealogy.owl#hasMother> ?object },hasMother,sarah_dickens_1801,1,2,10,1hop-Thing_mary_jessop_1840-mary-hasMother,11.0,15.0,11.0_15.0,train
1hop-Thing_mary_kate_green_1865-sarah-isParentOf-BIN,Thing_mary_kate_green_1865,43,5,Property Assertion,Binary,SELECT ?object WHERE { <sarah_pickard_1839> <isParentOf> ?object },isParentOf,true,1,3,10,1hop-Thing_mary_kate_green_1865-sarah-isParentOf,8.0,15.0,8.0_15.0,train
1hop-Thing_mary_kate_green_1865-sarah-isParentOf-MC,Thing_mary_kate_green_1865,43,5,Property Assertion,Multi Choice,SELECT ?object WHERE { <sarah_pickard_1839> <isParentOf> ?object },isParentOf,sarah_pickard_1839,1,3,10,1hop-Thing_mary_kate_green_1865-sarah-isParentOf,8.0,15.0,8.0_15.0,train
1hop-Thing_mary_kate_green_1865-sarah-isParentOf-MC,Thing_mary_kate_green_1865,43,5,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#sarah_pickard_1839> <http://www.example.com/genealogy.owl#isParentOf> ?object },isParentOf,mary_kate_green_1865,1,3,10,1hop-Thing_mary_kate_green_1865-sarah-isParentOf,8.0,15.0,8.0_15.0,train
1hop-Thing_mary_lockey_1818-nicholas-type-BIN,Thing_mary_lockey_1818,43,12,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#nicholas_lockey_1826> rdf:type <http://www.example.com/genealogy.owl#Man> },type,true,2,2,2,1hop-Thing_mary_lockey_1818-nicholas-type,24.0,30.0,24.0_30.0,train
1hop-Thing_mary_tacey_1808-mary-hasBrother-BIN,Thing_mary_tacey_1808,43,7,Property Assertion,Binary,SELECT ?object WHERE { <mary_tacey_1808> <hasBrother> ?object },hasBrother,true,1,1,1,1hop-Thing_mary_tacey_1808-mary-hasBrother,13.0,15.0,13.0_15.0,train
1hop-Thing_mary_tacey_1808-mary-isSisterOf-BIN,Thing_mary_tacey_1808,43,7,Property Assertion,Binary,SELECT ?object WHERE { <mary_tacey_1811> <isSisterOf> ?object },isSisterOf,true,2,2,10,1hop-Thing_mary_tacey_1808-mary-isSisterOf,13.0,30.0,13.0_30.0,train
1hop-Thing_mary_tacey_1808-mary-isSisterOf-BIN,Thing_mary_tacey_1808,43,7,Property Assertion,Binary,SELECT ?object WHERE { <mary_tacey_1809> <isSisterOf> ?object },isSisterOf,true,2,2,10,1hop-Thing_mary_tacey_1808-mary-isSisterOf,13.0,30.0,13.0_30.0,train
1hop-Thing_mary_tacey_1808-mary-isSisterOf-BIN,Thing_mary_tacey_1808,43,7,Property Assertion,Binary,SELECT ?object WHERE { <mary_tacey_1808> <isSisterOf> ?object },isSisterOf,true,2,2,10,1hop-Thing_mary_tacey_1808-mary-isSisterOf,13.0,30.0,13.0_30.0,train
1hop-Thing_mary_tacey_1808-mary-isSisterOf-MC,Thing_mary_tacey_1808,43,7,Property Assertion,Multi Choice,SELECT ?object WHERE { <mary_tacey_1808> <isSisterOf> ?object },isSisterOf,mary_tacey_1808,2,2,10,1hop-Thing_mary_tacey_1808-mary-isSisterOf,13.0,30.0,13.0_30.0,train
1hop-Thing_mary_tacey_1808-mary-isSisterOf-MC,Thing_mary_tacey_1808,43,7,Property Assertion,Multi Choice,SELECT ?object WHERE { <mary_tacey_1811> <isSisterOf> ?object },isSisterOf,"mary_tacey_1811, mary_tacey_1809",0,0,0,1hop-Thing_mary_tacey_1808-mary-isSisterOf,13.0,,13.0_nan,train
1hop-Thing_mary_tacey_1808-mary-hasBrother-MC,Thing_mary_tacey_1808,43,7,Property Assertion,Multi Choice,SELECT ?object WHERE { <mary_tacey_1808> <hasBrother> ?object },hasBrother,mary_tacey_1808,1,1,1,1hop-Thing_mary_tacey_1808-mary-hasBrother,13.0,15.0,13.0_15.0,train
1hop-Thing_mary_tacey_1808-mary-isSisterOf-MC,Thing_mary_tacey_1808,43,7,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#mary_tacey_1811> <http://www.example.com/genealogy.owl#isSisterOf> ?object },isSisterOf,mary_tacey_1808,2,2,10,1hop-Thing_mary_tacey_1808-mary-isSisterOf,13.0,30.0,13.0_30.0,train
1hop-Thing_mary_tacey_1808-mary-isSisterOf-MC,Thing_mary_tacey_1808,43,7,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#mary_tacey_1808> <http://www.example.com/genealogy.owl#isSisterOf> ?object },isSisterOf,mary_tacey_1809,2,2,10,1hop-Thing_mary_tacey_1808-mary-isSisterOf,13.0,30.0,13.0_30.0,train
1hop-Thing_mary_tacey_1808-mary-isSisterOf-MC,Thing_mary_tacey_1808,43,7,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#mary_tacey_1809> <http://www.example.com/genealogy.owl#isSisterOf> ?object },isSisterOf,mary_tacey_1808,2,2,10,1hop-Thing_mary_tacey_1808-mary-isSisterOf,13.0,30.0,13.0_30.0,train
1hop-Thing_mary_tacey_1808-mary-hasBrother-MC,Thing_mary_tacey_1808,43,7,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#mary_tacey_1808> <http://www.example.com/genealogy.owl#hasBrother> ?object },hasBrother,"thomas_tacey_1806, william_tacey_1818",0,0,0,1hop-Thing_mary_tacey_1808-mary-hasBrother,13.0,,13.0_nan,train
1hop-Thing_mary_tubb_1814-william-isFatherOf-BIN,Thing_mary_tubb_1814,43,5,Property Assertion,Binary,SELECT ?object WHERE { <william_tubb_1786> <isFatherOf> ?object },isFatherOf,true,1,1,1,1hop-Thing_mary_tubb_1814-william-isFatherOf,8.0,15.0,8.0_15.0,train
1hop-Thing_mary_tubb_1814-william-isFatherOf-MC,Thing_mary_tubb_1814,43,5,Property Assertion,Multi Choice,SELECT ?object WHERE { <william_tubb_1786> <isFatherOf> ?object },isFatherOf,william_tubb_1786,1,1,1,1hop-Thing_mary_tubb_1814-william-isFatherOf,8.0,15.0,8.0_15.0,train
1hop-Thing_mary_tubb_1814-william-isFatherOf-MC,Thing_mary_tubb_1814,43,5,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#william_tubb_1786> <http://www.example.com/genealogy.owl#isFatherOf> ?object },isFatherOf,mary_tubb_1814,1,1,1,1hop-Thing_mary_tubb_1814-william-isFatherOf,8.0,15.0,8.0_15.0,train
1hop-Thing_minnie_maud_steward_1909-minnie-hasBrother-BIN,Thing_minnie_maud_steward_1909,43,7,Property Assertion,Binary,SELECT ?object WHERE { <minnie_maud_steward_1909> <hasBrother> ?object },hasBrother,true,1,1,1,1hop-Thing_minnie_maud_steward_1909-minnie-hasBrother,13.0,15.0,13.0_15.0,train
1hop-Thing_minnie_maud_steward_1909-minnie-hasBrother-MC,Thing_minnie_maud_steward_1909,43,7,Property Assertion,Multi Choice,SELECT ?object WHERE { <minnie_maud_steward_1909> <hasBrother> ?object },hasBrother,minnie_maud_steward_1909,1,1,1,1hop-Thing_minnie_maud_steward_1909-minnie-hasBrother,13.0,15.0,13.0_15.0,train
1hop-Thing_minnie_maud_steward_1909-minnie-hasBrother-MC,Thing_minnie_maud_steward_1909,43,7,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#minnie_maud_steward_1909> <http://www.example.com/genealogy.owl#hasBrother> ?object },hasBrother,"reginald_tacey_steward_1895, richard_henry_steward_1897",0,0,0,1hop-Thing_minnie_maud_steward_1909-minnie-hasBrother,13.0,,13.0_nan,train
1hop-Thing_nicholas_charles_heath_1964-mark-hasRelation-BIN,Thing_nicholas_charles_heath_1964,43,5,Property Assertion,Binary,SELECT ?object WHERE { <mark_anthony_heath_1960> <hasRelation> ?object },hasRelation,true,20,20,1,1hop-Thing_nicholas_charles_heath_1964-mark-hasRelation,8.0,307.0,8.0_307.0,train
1hop-Thing_nicholas_charles_heath_1964-dereck-isAncestorOf-BIN,Thing_nicholas_charles_heath_1964,43,5,Property Assertion,Binary,SELECT ?object WHERE { <dereck_heath_1929> <isAncestorOf> ?object },isAncestorOf,true,2,4,10,1hop-Thing_nicholas_charles_heath_1964-dereck-isAncestorOf,8.0,30.0,8.0_30.0,train
1hop-Thing_nicholas_charles_heath_1964-mark-hasRelation-MC,Thing_nicholas_charles_heath_1964,43,5,Property Assertion,Multi Choice,SELECT ?object WHERE { <mark_anthony_heath_1960> <hasRelation> ?object },hasRelation,"mark_anthony_heath_1960, dereck_heath_1929, eileen_mary_rever_1929",0,0,0,1hop-Thing_nicholas_charles_heath_1964-mark-hasRelation,8.0,,8.0_nan,train
1hop-Thing_nicholas_charles_heath_1964-dereck-isAncestorOf-MC,Thing_nicholas_charles_heath_1964,43,5,Property Assertion,Multi Choice,SELECT ?object WHERE { <dereck_heath_1929> <isAncestorOf> ?object },isAncestorOf,"dereck_heath_1929, eileen_mary_rever_1929",1,3,10,1hop-Thing_nicholas_charles_heath_1964-dereck-isAncestorOf,8.0,15.0,8.0_15.0,train
1hop-Thing_nicholas_charles_heath_1964-dereck-isAncestorOf-MC,Thing_nicholas_charles_heath_1964,43,5,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#dereck_heath_1929> <http://www.example.com/genealogy.owl#isAncestorOf> ?object },isAncestorOf,"benjamin_anthony_heath_2005, joshua_charles_heath_2003",0,0,0,1hop-Thing_nicholas_charles_heath_1964-dereck-isAncestorOf,8.0,,8.0_nan,train
1hop-Thing_nicholas_charles_heath_1964-mark-hasRelation-MC,Thing_nicholas_charles_heath_1964,43,5,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#mark_anthony_heath_1960> <http://www.example.com/genealogy.owl#hasRelation> ?object },hasRelation,"benjamin_anthony_heath_2005, joshua_charles_heath_2003",0,0,0,1hop-Thing_nicholas_charles_heath_1964-mark-hasRelation,8.0,,8.0_nan,train
1hop-Thing_norman_james_archer_1909-yvonne-hasAncestor-BIN,Thing_norman_james_archer_1909,43,9,Property Assertion,Binary,SELECT ?object WHERE { <yvonne_archer_1940> <hasAncestor> ?object },hasAncestor,true,2,3,10,1hop-Thing_norman_james_archer_1909-yvonne-hasAncestor,17.0,30.0,17.0_30.0,train
1hop-Thing_norman_james_archer_1909-yvonne-hasAncestor-BIN,Thing_norman_james_archer_1909,43,9,Property Assertion,Binary,SELECT ?object WHERE { <yvonne_archer_1940> <hasAncestor> ?object },hasAncestor,true,2,4,10,1hop-Thing_norman_james_archer_1909-yvonne-hasAncestor,17.0,30.0,17.0_30.0,train
1hop-Thing_norman_james_archer_1909-yvonne-hasAncestor-MC,Thing_norman_james_archer_1909,43,9,Property Assertion,Multi Choice,SELECT ?object WHERE { <yvonne_archer_1940> <hasAncestor> ?object },hasAncestor,yvonne_archer_1940,2,3,10,1hop-Thing_norman_james_archer_1909-yvonne-hasAncestor,17.0,30.0,17.0_30.0,train
1hop-Thing_norman_james_archer_1909-yvonne-hasAncestor-MC,Thing_norman_james_archer_1909,43,9,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#yvonne_archer_1940> <http://www.example.com/genealogy.owl#hasAncestor> ?object },hasAncestor,"violet_heath_1887, james_alexander_archer_1882, norman_james_archer_1909",0,0,0,1hop-Thing_norman_james_archer_1909-yvonne-hasAncestor,17.0,,17.0_nan,train
1hop-Thing_patricia_ann_kingswood_1944-andrew-hasAncestor-BIN,Thing_patricia_ann_kingswood_1944,43,3,Property Assertion,Binary,SELECT ?object WHERE { <andrew_usher_1965> <hasAncestor> ?object },hasAncestor,true,2,4,10,1hop-Thing_patricia_ann_kingswood_1944-andrew-hasAncestor,4.0,30.0,4.0_30.0,train
1hop-Thing_patricia_ann_kingswood_1944-andrew-hasAncestor-MC,Thing_patricia_ann_kingswood_1944,43,3,Property Assertion,Multi Choice,SELECT ?object WHERE { <andrew_usher_1965> <hasAncestor> ?object },hasAncestor,"andrew_usher_1965, amanda_usher_1968, patricia_ann_kingswood_1944",0,0,0,1hop-Thing_patricia_ann_kingswood_1944-andrew-hasAncestor,4.0,,4.0_nan,train
