Task ID,Root Entity,Size of ontology TBox,Size of ontology ABox,Task Type,Answer Type,SPARQL Query,Predicate,Answer,Min Tag Length,Max Tag Length,Task ID temp,Bin_Size of ontology ABox,Bin_Min Tag Length,strata,split
1hop-family-tree_john_tacey_steward_1873-john_tacey_steward_1873-hasRelation-BIN,family-tree,173,35,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_tacey_steward_1873> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#hannah_green_1839> },hasRelation,TRUE,3,3,1hop-family-tree_john_tacey_steward_1873-john_tacey_steward_1873-hasRelation,31.0,1.0,31.0_1.0,train
1hop-family-tree_john_tacey_steward_1873-john_tacey_steward_1873-hasRelation-BIN,family-tree,173,35,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_tacey_steward_1873> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_green_1843> },hasRelation,TRUE,3,3,1hop-family-tree_john_tacey_steward_1873-john_tacey_steward_1873-hasRelation,31.0,1.0,31.0_1.0,train
1hop-family-tree_lynn_michaela_heath_2008-lynn_michaela_heath_2008-rdf:type-BIN,family-tree,173,6,Membership,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#lynn_michaela_heath_2008> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Woman> },rdf:type,TRUE,2,5,1hop-family-tree_lynn_michaela_heath_2008-lynn_michaela_heath_2008-rdf:type,2.0,0.0,2.0_0.0,train
1hop-family-tree_lynn_michaela_heath_2008-lynn_michaela_heath_2008-rdf:type-MC,family-tree,173,6,Membership,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#lynn_michaela_heath_2008> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x },rdf:type,DomainEntity; Person; Woman,2,5,1hop-family-tree_lynn_michaela_heath_2008-lynn_michaela_heath_2008-rdf:type,2.0,0.0,2.0_0.0,train
1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation-BIN,family-tree,173,27,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#frank_reginald_green_1883> },hasRelation,TRUE,3,3,1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation,23.0,1.0,23.0_1.0,train
1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation-MC,family-tree,173,27,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,ada_steward_1871; arthur_steward_1861; betsy_ann_steward_1865; catherine_steward_1863; eleanor_frances_green_1863; elizabeth_quincey_green_1886; frank_reginald_green_1883; fred_steward_1869; george_steward_1856; henrietta_sarah_green_1873; henry_green_1836; james_steward_1830; john_tacey_steward_1873; laura_steward_1859; lois_green_1871; mary_ellen_steward_1855; mary_kate_green_1865; minnie_green_1871; minnie_maud_steward_1909; reginald_tacey_steward_1895; richard_henry_steward_1897; sarah_pickard_1839; susannah_tacey_1834; thomas_henry_steward_1874; violet_sylvia_steward_1894; william_henry_hutchinson_green_1875,3,3,1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation,23.0,1.0,23.0_1.0,train
1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation-BIN,family-tree,173,27,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#henrietta_sarah_green_1873> },hasRelation,TRUE,3,3,1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation,23.0,1.0,23.0_1.0,train
1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation-BIN,family-tree,173,27,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#henry_green_1836> },hasRelation,TRUE,3,3,1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation,23.0,1.0,23.0_1.0,train
1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation-BIN,family-tree,173,27,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#elizabeth_quincey_green_1886> },hasRelation,TRUE,3,3,1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation,23.0,1.0,23.0_1.0,train
1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation-BIN,family-tree,173,27,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#minnie_green_1871> },hasRelation,TRUE,3,3,1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation,23.0,1.0,23.0_1.0,train
1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation-BIN,family-tree,173,27,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#sarah_pickard_1839> },hasRelation,TRUE,3,3,1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation,23.0,1.0,23.0_1.0,train
1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation-BIN,family-tree,173,27,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#william_henry_hutchinson_green_1875> },hasRelation,TRUE,3,3,1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation,23.0,1.0,23.0_1.0,train
1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation-BIN,family-tree,173,27,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#eleanor_frances_green_1863> },hasRelation,TRUE,3,3,1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation,23.0,1.0,23.0_1.0,train
1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation-BIN,family-tree,173,27,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ada_steward_1871> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mary_kate_green_1865> },hasRelation,TRUE,3,3,1hop-family-tree_ada_steward_1871-ada_steward_1871-hasRelation,23.0,1.0,23.0_1.0,train
1hop-family-tree_m141-m141-rdf:type-BIN,family-tree,173,8,Membership,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#m141> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#DomainEntity> },rdf:type,TRUE,3,3,1hop-family-tree_m141-m141-rdf:type,4.0,1.0,4.0_1.0,train
1hop-family-tree_m141-m141-rdf:type-MC,family-tree,173,8,Membership,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#m141> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x },rdf:type,DomainEntity; Marriage,3,3,1hop-family-tree_m141-m141-rdf:type,4.0,1.0,4.0_1.0,train
1hop-family-tree_m141-m141-rdf:type-BIN,family-tree,173,8,Membership,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#m141> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Marriage> },rdf:type,TRUE,2,5,1hop-family-tree_m141-m141-rdf:type,4.0,0.0,4.0_0.0,train
1hop-family-tree_m141-m141-rdf:type-MC,family-tree,173,8,Membership,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#m141> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x },rdf:type,DomainEntity; Marriage,2,5,1hop-family-tree_m141-m141-rdf:type,4.0,0.0,4.0_0.0,train
1hop-family-tree_thomas_tacey_1806-thomas_tacey_1806-isBloodrelationOf-BIN,family-tree,173,8,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#thomas_tacey_1806> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#mary_tacey_1811> },isBloodrelationOf,TRUE,3,3,1hop-family-tree_thomas_tacey_1806-thomas_tacey_1806-isBloodrelationOf,4.0,1.0,4.0_1.0,train
1hop-family-tree_thomas_tacey_1806-thomas_tacey_1806-isBloodrelationOf-MC,family-tree,173,8,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#thomas_tacey_1806> <http://www.example.com/genealogy.owl#isBloodrelationOf> ?x },isBloodrelationOf,mary_tacey_1808; mary_tacey_1809; mary_tacey_1811; thomas_tacey_1806; william_tacey_1818,3,3,1hop-family-tree_thomas_tacey_1806-thomas_tacey_1806-isBloodrelationOf,4.0,1.0,4.0_1.0,train
1hop-family-tree_thomas_tacey_1806-thomas_tacey_1806-isBloodrelationOf-BIN,family-tree,173,8,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#thomas_tacey_1806> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#william_tacey_1818> },isBloodrelationOf,TRUE,3,3,1hop-family-tree_thomas_tacey_1806-thomas_tacey_1806-isBloodrelationOf,4.0,1.0,4.0_1.0,train
1hop-family-tree_mary_bainton_1780-mary_bainton_1780-hasRelation-BIN,family-tree,173,8,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#mary_bainton_1780> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mary_tacey_1811> },hasRelation,TRUE,3,3,1hop-family-tree_mary_bainton_1780-mary_bainton_1780-hasRelation,4.0,1.0,4.0_1.0,train
1hop-family-tree_mary_bainton_1780-mary_bainton_1780-hasRelation-MC,family-tree,173,8,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#mary_bainton_1780> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,mary_bainton_1780; mary_tacey_1808; mary_tacey_1809; mary_tacey_1811; thomas_tacey_1806; william_tacey_1818,3,3,1hop-family-tree_mary_bainton_1780-mary_bainton_1780-hasRelation,4.0,1.0,4.0_1.0,train
1hop-family-tree_mary_bainton_1780-mary_bainton_1780-hasRelation-BIN,family-tree,173,8,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#mary_bainton_1780> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#william_tacey_1818> },hasRelation,TRUE,3,3,1hop-family-tree_mary_bainton_1780-mary_bainton_1780-hasRelation,4.0,1.0,4.0_1.0,train
1hop-family-tree_thomas_taisy-thomas_taisy-isParentOf-BIN,family-tree,173,11,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#thomas_taisy> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#william_tacey_1783> },isParentOf,TRUE,3,3,1hop-family-tree_thomas_taisy-thomas_taisy-isParentOf,7.0,1.0,7.0_1.0,train
1hop-family-tree_mary_bainton_1780-mary_bainton_1780-hasRelation-BIN,family-tree,173,11,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#mary_bainton_1780> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#thomas_taisy> },hasRelation,TRUE,3,3,1hop-family-tree_mary_bainton_1780-mary_bainton_1780-hasRelation,7.0,1.0,7.0_1.0,train
1hop-family-tree_mary_bainton_1780-mary_bainton_1780-hasRelation-MC,family-tree,173,11,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#mary_bainton_1780> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,mary_bainton_1780; mary_tacey_1808; mary_tacey_1809; mary_tacey_1811; mary_wife_of_thomas_tisy; thomas_tacey_1806; thomas_taisy; william_tacey_1783; william_tacey_1818,3,3,1hop-family-tree_mary_bainton_1780-mary_bainton_1780-hasRelation,7.0,1.0,7.0_1.0,train
1hop-family-tree_mary_bainton_1780-mary_bainton_1780-hasRelation-BIN,family-tree,173,11,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#mary_bainton_1780> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mary_wife_of_thomas_tisy> },hasRelation,TRUE,3,3,1hop-family-tree_mary_bainton_1780-mary_bainton_1780-hasRelation,7.0,1.0,7.0_1.0,train
1hop-family-tree_william_hewett-william_hewett-isMalePartnerIn-BIN,family-tree,173,3,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#william_hewett> <http://www.example.com/genealogy.owl#isMalePartnerIn> <http://www.example.com/genealogy.owl#m179> },isMalePartnerIn,TRUE,3,3,1hop-family-tree_william_hewett-william_hewett-isMalePartnerIn,,1.0,nan_1.0,train
1hop-family-tree_john_tacey_steward_1873-john_tacey_steward_1873-hasRelation-BIN,family-tree,173,24,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_tacey_steward_1873> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#david_bright_1934> },hasRelation,TRUE,3,3,1hop-family-tree_john_tacey_steward_1873-john_tacey_steward_1873-hasRelation,20.0,1.0,20.0_1.0,train
1hop-family-tree_john_tacey_steward_1873-john_tacey_steward_1873-hasRelation-MC,family-tree,173,24,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#john_tacey_steward_1873> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,beatrice_rever_1901; charles_herbert_rever_1895; david_bright_1934; eileen_mary_rever_1929; elizabeth_frances_jessop_1869; john_tacey_steward_1873; lois_green_1871; mabel_rever_1897; margaret_grace_rever_1934; mark_anthony_heath_1960; minnie_maud_steward_1909; nicholas_charles_heath_1964; reginald_tacey_steward_1895; richard_henry_steward_1897; richard_john_bright_1962; robert_david_bright_1965; rose_evlyn_rever_1906; vera_gertrude_rever_1904; violet_sylvia_steward_1894; william_rever_1870; william_stanley_rever_1899,3,3,1hop-family-tree_john_tacey_steward_1873-john_tacey_steward_1873-hasRelation,20.0,1.0,20.0_1.0,train
1hop-family-tree_mary_tacey_1809-mary_tacey_1809-rdf:type-BIN,family-tree,173,14,Membership,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#mary_tacey_1809> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Woman> },rdf:type,TRUE,2,5,1hop-family-tree_mary_tacey_1809-mary_tacey_1809-rdf:type,10.0,0.0,10.0_0.0,train
1hop-family-tree_mary_tacey_1809-mary_tacey_1809-rdf:type-MC,family-tree,173,14,Membership,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#mary_tacey_1809> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x },rdf:type,DomainEntity; Person; Woman,2,5,1hop-family-tree_mary_tacey_1809-mary_tacey_1809-rdf:type,10.0,0.0,10.0_0.0,train
1hop-family-tree_finlay_alex_clamper_2002-finlay_alex_clamper_2002-hasRelation-BIN,family-tree,173,14,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#finlay_alex_clamper_2002> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#charles_herbert_rever_1895> },hasRelation,TRUE,3,3,1hop-family-tree_finlay_alex_clamper_2002-finlay_alex_clamper_2002-hasRelation,10.0,1.0,10.0_1.0,train
1hop-family-tree_finlay_alex_clamper_2002-finlay_alex_clamper_2002-hasRelation-MC,family-tree,173,14,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#finlay_alex_clamper_2002> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,amanda_usher_1968; andrew_usher_1965; charles_herbert_rever_1895; elizabeth_frances_jessop_1869; finlay_alex_clamper_2002; louise_clamper_1998; mega_clamper_1995; patricia_ann_kingswood_1944; rose_evlyn_rever_1906; william_rever_1870,3,3,1hop-family-tree_finlay_alex_clamper_2002-finlay_alex_clamper_2002-hasRelation,10.0,1.0,10.0_1.0,train
1hop-family-tree_finlay_alex_clamper_2002-finlay_alex_clamper_2002-hasRelation-BIN,family-tree,173,14,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#finlay_alex_clamper_2002> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#william_rever_1870> },hasRelation,TRUE,3,3,1hop-family-tree_finlay_alex_clamper_2002-finlay_alex_clamper_2002-hasRelation,10.0,1.0,10.0_1.0,train
1hop-family-tree_finlay_alex_clamper_2002-finlay_alex_clamper_2002-hasRelation-BIN,family-tree,173,14,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#finlay_alex_clamper_2002> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#elizabeth_frances_jessop_1869> },hasRelation,TRUE,3,3,1hop-family-tree_finlay_alex_clamper_2002-finlay_alex_clamper_2002-hasRelation,10.0,1.0,10.0_1.0,train
1hop-family-tree_harry_james_nelson_2001-harry_james_nelson_2001-hasRelation-BIN,family-tree,173,34,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#harry_james_nelson_2001> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_alexander_archer_1882> },hasRelation,TRUE,3,3,1hop-family-tree_harry_james_nelson_2001-harry_james_nelson_2001-hasRelation,30.0,1.0,30.0_1.0,train
1hop-family-tree_harry_james_nelson_2001-harry_james_nelson_2001-hasRelation-MC,family-tree,173,34,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#harry_james_nelson_2001> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,charlotte_hewett_1863; diana_pool; harry_james_nelson_2001; henry_edmund_bright_1862; iris_ellen_archer_1906; james_alexander_archer_1882; julie_bright_1966; peter_william_bright_1941; violet_heath_1887; william_george_bright_1901,3,3,1hop-family-tree_harry_james_nelson_2001-harry_james_nelson_2001-hasRelation,30.0,1.0,30.0_1.0,train
1hop-family-tree_rebecca_bright_1999-rebecca_bright_1999-hasAncestor-BIN,family-tree,173,34,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#rebecca_bright_1999> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#violet_heath_1887> },hasAncestor,TRUE,3,4,1hop-family-tree_rebecca_bright_1999-rebecca_bright_1999-hasAncestor,30.0,1.0,30.0_1.0,train
1hop-family-tree_rebecca_bright_1999-rebecca_bright_1999-hasAncestor-MC,family-tree,173,34,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#rebecca_bright_1999> <http://www.example.com/genealogy.owl#hasAncestor> ?x },hasAncestor,charlotte_hewett_1863; diana_pool; henry_edmund_bright_1862; iris_ellen_archer_1906; james_alexander_archer_1882; james_bright_1964; peter_william_bright_1941; violet_heath_1887; william_george_bright_1901,3,4,1hop-family-tree_rebecca_bright_1999-rebecca_bright_1999-hasAncestor,30.0,1.0,30.0_1.0,train
1hop-family-tree_rebecca_bright_1999-rebecca_bright_1999-hasAncestor-BIN,family-tree,173,34,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#rebecca_bright_1999> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#charlotte_hewett_1863> },hasAncestor,TRUE,3,4,1hop-family-tree_rebecca_bright_1999-rebecca_bright_1999-hasAncestor,30.0,1.0,30.0_1.0,train
1hop-family-tree_harry_james_nelson_2001-harry_james_nelson_2001-hasRelation-BIN,family-tree,173,34,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#harry_james_nelson_2001> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#charlotte_hewett_1863> },hasRelation,TRUE,3,3,1hop-family-tree_harry_james_nelson_2001-harry_james_nelson_2001-hasRelation,30.0,1.0,30.0_1.0,train
1hop-family-tree_rebecca_bright_1999-rebecca_bright_1999-hasAncestor-BIN,family-tree,173,34,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#rebecca_bright_1999> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#henry_edmund_bright_1862> },hasAncestor,TRUE,3,4,1hop-family-tree_rebecca_bright_1999-rebecca_bright_1999-hasAncestor,30.0,1.0,30.0_1.0,train
1hop-family-tree_harry_james_nelson_2001-harry_james_nelson_2001-hasRelation-BIN,family-tree,173,34,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#harry_james_nelson_2001> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#henry_edmund_bright_1862> },hasRelation,TRUE,3,3,1hop-family-tree_harry_james_nelson_2001-harry_james_nelson_2001-hasRelation,30.0,1.0,30.0_1.0,train
1hop-family-tree_harry_james_nelson_2001-harry_james_nelson_2001-hasRelation-BIN,family-tree,173,34,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#harry_james_nelson_2001> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#violet_heath_1887> },hasRelation,TRUE,3,3,1hop-family-tree_harry_james_nelson_2001-harry_james_nelson_2001-hasRelation,30.0,1.0,30.0_1.0,train
1hop-family-tree_rebecca_bright_1999-rebecca_bright_1999-hasAncestor-BIN,family-tree,173,34,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#rebecca_bright_1999> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#james_alexander_archer_1882> },hasAncestor,TRUE,3,4,1hop-family-tree_rebecca_bright_1999-rebecca_bright_1999-hasAncestor,30.0,1.0,30.0_1.0,train
1hop-family-tree_charlotte_ann_jessop_1865-charlotte_ann_jessop_1865-hasRelation-BIN,family-tree,173,20,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#charlotte_ann_jessop_1865> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#amanda_usher_1968> },hasRelation,TRUE,3,3,1hop-family-tree_charlotte_ann_jessop_1865-charlotte_ann_jessop_1865-hasRelation,16.0,1.0,16.0_1.0,train
1hop-family-tree_charlotte_ann_jessop_1865-charlotte_ann_jessop_1865-hasRelation-MC,family-tree,173,20,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#charlotte_ann_jessop_1865> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,amanda_usher_1968; andrew_usher_1965; beatrice_rever_1901; charles_herbert_rever_1895; charlotte_ann_jessop_1865; eileen_mary_rever_1929; elizabeth_frances_jessop_1869; james_jessop_1836; mabel_rever_1897; margaret_grace_rever_1934; martha_cotton_1832; patricia_ann_kingswood_1944; rose_evlyn_rever_1906; sarah_rever_1850; vera_elm_1931; vera_gertrude_rever_1904; william_rever_1870; william_stanley_rever_1899,3,3,1hop-family-tree_charlotte_ann_jessop_1865-charlotte_ann_jessop_1865-hasRelation,16.0,1.0,16.0_1.0,train
1hop-family-tree_charlotte_ann_jessop_1865-charlotte_ann_jessop_1865-hasRelation-BIN,family-tree,173,20,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#charlotte_ann_jessop_1865> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#andrew_usher_1965> },hasRelation,TRUE,3,3,1hop-family-tree_charlotte_ann_jessop_1865-charlotte_ann_jessop_1865-hasRelation,16.0,1.0,16.0_1.0,train
1hop-family-tree_henry_tubb_1825-henry_tubb_1825-hasRelation-BIN,family-tree,173,30,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#henry_tubb_1825> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#caroline_martha_bright_1864> },hasRelation,TRUE,3,3,1hop-family-tree_henry_tubb_1825-henry_tubb_1825-hasRelation,26.0,1.0,26.0_1.0,train
1hop-family-tree_henry_tubb_1825-henry_tubb_1825-hasRelation-MC,family-tree,173,30,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#henry_tubb_1825> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,caroline_cox; caroline_lavinia_tubb_1840; caroline_martha_bright_1864; edward_tubb_1827; emma_jane_tubb_1836; frank_terliven_1877; henry_edmund_bright_1862; henry_tubb_1825; james_samuel_bright_1860; james_tubb_1809; john_tubb_1816; katherine_emma_terliven_1871; maria_jane_terliven_1875; mary_elizabeth_terliven_1869; mary_tubb_1814; nellie_louise_terliven_1880; samuel_tubb_1811; samuel_tubb_1832; sarah_chard_1787; sarah_jane_tubb_1812; thomas_andrew_tubb_1838; thomas_john_terliven_1867; thomas_tubb_1820; william_robert_terliven_1873; william_tubb_1786; william_tubb_1808,3,3,1hop-family-tree_henry_tubb_1825-henry_tubb_1825-hasRelation,26.0,1.0,26.0_1.0,train
1hop-family-tree_henry_tubb_1825-henry_tubb_1825-hasRelation-BIN,family-tree,173,30,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#henry_tubb_1825> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#nellie_louise_terliven_1880> },hasRelation,TRUE,3,3,1hop-family-tree_henry_tubb_1825-henry_tubb_1825-hasRelation,26.0,1.0,26.0_1.0,train
1hop-family-tree_henry_tubb_1825-henry_tubb_1825-hasRelation-BIN,family-tree,173,30,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#henry_tubb_1825> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_samuel_bright_1860> },hasRelation,TRUE,3,3,1hop-family-tree_henry_tubb_1825-henry_tubb_1825-hasRelation,26.0,1.0,26.0_1.0,train
1hop-family-tree_henry_tubb_1825-henry_tubb_1825-hasRelation-BIN,family-tree,173,30,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#henry_tubb_1825> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#maria_jane_terliven_1875> },hasRelation,TRUE,3,3,1hop-family-tree_henry_tubb_1825-henry_tubb_1825-hasRelation,26.0,1.0,26.0_1.0,train
1hop-family-tree_henry_tubb_1825-henry_tubb_1825-hasRelation-BIN,family-tree,173,30,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#henry_tubb_1825> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#thomas_john_terliven_1867> },hasRelation,TRUE,3,3,1hop-family-tree_henry_tubb_1825-henry_tubb_1825-hasRelation,26.0,1.0,26.0_1.0,train
1hop-family-tree_henry_tubb_1825-henry_tubb_1825-hasRelation-BIN,family-tree,173,30,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#henry_tubb_1825> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#frank_terliven_1877> },hasRelation,TRUE,3,3,1hop-family-tree_henry_tubb_1825-henry_tubb_1825-hasRelation,26.0,1.0,26.0_1.0,train
1hop-family-tree_james_samuel_bright_1860-james_samuel_bright_1860-hasRelation-BIN,family-tree,173,30,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#james_samuel_bright_1860> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#edward_tubb_1827> },hasRelation,TRUE,3,3,1hop-family-tree_james_samuel_bright_1860-james_samuel_bright_1860-hasRelation,26.0,1.0,26.0_1.0,train
