Task ID,Root Entity,Size of ontology TBox,Size of ontology ABox,Task Type,Answer Type,SPARQL Query,Predicate,Answer,Avg Min Explanation Size,Avg Max Explanation Size,Avg Explanation Count,Language,Question,gpt-4o-mini_response,deepseek-reasoner_response,llama-4-maverick_response,shortest_tag_complexity,longest_tag_complexity,deepseek-reasoner_response_precision,deepseek-reasoner_response_recall,deepseek-reasoner_response_f1,deepseek-reasoner_response_accuracy,deepseek-reasoner_response_missing,deepseek-reasoner_response_extra,deepseek-reasoner_response_correct,gpt-4o-mini_response_precision,gpt-4o-mini_response_recall,gpt-4o-mini_response_f1,gpt-4o-mini_response_accuracy,gpt-4o-mini_response_missing,gpt-4o-mini_response_extra,gpt-4o-mini_response_correct,llama-4-maverick_response_precision,llama-4-maverick_response_recall,llama-4-maverick_response_f1,llama-4-maverick_response_accuracy,llama-4-maverick_response_missing,llama-4-maverick_response_extra,llama-4-maverick_response_correct
1hop-Thing_lois_green_1871-richard-hasRelation-BIN,Thing_lois_green_1871,43,16,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#richard_henry_steward_1897> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mary_kate_green_1865> },hasRelation,true,20,20,1,English,Is there a relationship between Richard Henry Steward and Mary Kate Green?,TRUE,TRUE,TRUE,4,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_lois_green_1871-richard-hasRelation-BIN,Thing_lois_green_1871,43,16,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#richard_henry_steward_1897> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#william_henry_hutchinson_green_1875> },hasRelation,true,20,20,1,English,Is there a relationship between Richard Henry Steward and William Henry Hutchinson Green?,TRUE,TRUE,TRUE,4,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_lois_green_1871-richard-hasRelation-BIN,Thing_lois_green_1871,43,16,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#richard_henry_steward_1897> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#sarah_pickard_1839> },hasRelation,true,2,4,10,English,Is Richard Henry Steward related to Sarah Pickard?,TRUE,TRUE,TRUE,2,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_lois_green_1871-richard-hasRelation-BIN,Thing_lois_green_1871,43,16,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#richard_henry_steward_1897> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#eleanor_frances_green_1863> },hasRelation,true,20,20,1,English,Is Richard Henry Steward related to Eleanor Frances Green?,TRUE,TRUE,TRUE,4,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_lucy_jacobs_1844-lucy-hasParent-BIN,Thing_lucy_jacobs_1844,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#lucy_jacobs_1844> <http://www.example.com/genealogy.owl#hasParent> <http://www.example.com/genealogy.owl#priscilla_saunders_1810> },hasParent,true,1,3,10,English,Does Lucy Jacobs have Priscilla Saunders as a parent?,TRUE,TRUE,TRUE,1,2,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_lucy_jacobs_1844-lucy-isChildOf-BIN,Thing_lucy_jacobs_1844,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#lucy_jacobs_1844> <http://www.example.com/genealogy.owl#isChildOf> <http://www.example.com/genealogy.owl#priscilla_saunders_1810> },isChildOf,true,1,3,10,English,Is Lucy Jacobs a child of Priscilla Saunders?,TRUE,TRUE,TRUE,1,2,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m103-elizabeth-hasHusband-BIN,Thing_m103,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_frances_jessop_1869> <http://www.example.com/genealogy.owl#hasHusband> <http://www.example.com/genealogy.owl#william_rever_1870> },hasHusband,true,2,5,8,English,Does Elizabeth Frances Jessop have William Rever as her husband?,TRUE,FALSE,TRUE,1,3,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m103-elizabeth-hasHusband-MC,Thing_m103,43,2,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#elizabeth_frances_jessop_1869> <http://www.example.com/genealogy.owl#hasHusband> ?object },hasHusband,william_rever_1870,2,5,8,English,Who is the husband of Elizabeth Frances Jessop?,william_rever_1870,william_rever_1870,william_rever_1870,1,3,1.0,1.0,1.0,1.0,,,william_rever_1870,1.0,1.0,1.0,1.0,,,william_rever_1870,1.0,1.0,1.0,1.0,,,william_rever_1870
1hop-Thing_m105-william-hasSpouse-BIN,Thing_m105,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#william_steward_1766> <http://www.example.com/genealogy.owl#hasSpouse> <http://www.example.com/genealogy.owl#mary_houghton> },hasSpouse,true,2,4,9,English,Does William Steward have Mary Houghton as a spouse?,TRUE,FALSE,TRUE,1,4,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m105-mary-isWifeOf-BIN,Thing_m105,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_houghton> <http://www.example.com/genealogy.owl#isWifeOf> <http://www.example.com/genealogy.owl#william_steward_1766> },isWifeOf,true,2,4,7,English,Is Mary Houghton the wife of William Steward?,TRUE,FALSE,TRUE,1,3,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m105-mary-isWifeOf-MC,Thing_m105,43,2,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#mary_houghton> <http://www.example.com/genealogy.owl#isWifeOf> ?object },isWifeOf,william_steward_1766,2,4,7,English,Who is the husband of Mary Houghton?,william_steward_1766,william_steward_1766,william_steward_1766,1,3,1.0,1.0,1.0,1.0,,,william_steward_1766,1.0,1.0,1.0,1.0,,,william_steward_1766,1.0,1.0,1.0,1.0,,,william_steward_1766
1hop-Thing_m105-william-hasSpouse-MC,Thing_m105,43,2,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#william_steward_1766> <http://www.example.com/genealogy.owl#hasSpouse> ?object },hasSpouse,mary_houghton,2,4,9,English,Who is the spouse of William Steward?,mary_houghton,mary_houghton,"mary_houghton, william_steward_1766",1,4,1.0,1.0,1.0,1.0,,,mary_houghton,1.0,1.0,1.0,1.0,,,mary_houghton,0.5,1.0,0.6666666666666666,0.5,,william_steward_1766,mary_houghton
1hop-Thing_m105-m105-type-BIN,Thing_m105,43,2,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#m105> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#DomainEntity> },type,true,2,4,10,English,"Is the entity with the identifier ""m105"" classified as a Domain Entity?",TRUE,TRUE,TRUE,2,2,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m105-m105-type-BIN,Thing_m105,43,2,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#m105> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Marriage> },type,true,2,3,9,English,"Is the individual identified as ""m105"" involved in a marriage?",TRUE,TRUE,TRUE,2,2,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m106-john-hasSpouse-BIN,Thing_m106,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#john_steward_1802> <http://www.example.com/genealogy.owl#hasSpouse> <http://www.example.com/genealogy.owl#ellen_harsley> },hasSpouse,true,2,4,9,English,Does John Steward have Ellen Harsley as a spouse?,TRUE,FALSE,TRUE,1,2,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m106-john-hasSpouse-MC,Thing_m106,43,2,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#john_steward_1802> <http://www.example.com/genealogy.owl#hasSpouse> ?object },hasSpouse,ellen_harsley,2,4,9,English,Who is the spouse of John Steward?,ellen_harsley,ellen_harsley,ellen_harsley_1800,1,2,1.0,1.0,1.0,1.0,,,ellen_harsley,1.0,1.0,1.0,1.0,,,ellen_harsley,0.0,0.0,0.0,0.0,ellen_harsley,ellen_harsley_1800,
1hop-Thing_m117-m117-hasPartner-BIN,Thing_m117,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#m117> <http://www.example.com/genealogy.owl#hasPartner> <http://www.example.com/genealogy.owl#priscilla_saunders_1810> },hasPartner,true,2,3,8,English,"Does the individual identified as ""m117"" have Priscilla Saunders as a partner?",TRUE,FALSE,TRUE,1,2,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m117-james-hasSpouse-BIN,Thing_m117,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_jacobs_1806> <http://www.example.com/genealogy.owl#hasSpouse> <http://www.example.com/genealogy.owl#priscilla_saunders_1810> },hasSpouse,true,2,4,9,English,Is James Jacobs married to Priscilla Saunders?,TRUE,FALSE,TRUE,1,4,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m117-james-isSpouseOf-BIN,Thing_m117,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_jacobs_1806> <http://www.example.com/genealogy.owl#isSpouseOf> <http://www.example.com/genealogy.owl#priscilla_saunders_1810> },isSpouseOf,true,2,5,9,English,Is James Jacobs married to Priscilla Saunders?,TRUE,TRUE,TRUE,1,5,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m117-james-isSpouseOf-MC,Thing_m117,43,2,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#james_jacobs_1806> <http://www.example.com/genealogy.owl#isSpouseOf> ?object },isSpouseOf,priscilla_saunders_1810,2,5,9,English,Who is the spouse of James Jacobs?,priscilla_saunders_1810,priscilla_saunders_1810,james_jacobs_1806,1,5,1.0,1.0,1.0,1.0,,,priscilla_saunders_1810,1.0,1.0,1.0,1.0,,,priscilla_saunders_1810,0.0,0.0,0.0,0.0,priscilla_saunders_1810,james_jacobs_1806,
1hop-Thing_m117-james-hasSpouse-MC,Thing_m117,43,2,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#james_jacobs_1806> <http://www.example.com/genealogy.owl#hasSpouse> ?object },hasSpouse,priscilla_saunders_1810,2,4,9,English,Who is the spouse of James Jacobs?,priscilla_saunders_1810,priscilla_saunders_1810,james_jacobs_1806,1,4,1.0,1.0,1.0,1.0,,,priscilla_saunders_1810,1.0,1.0,1.0,1.0,,,priscilla_saunders_1810,0.0,0.0,0.0,0.0,priscilla_saunders_1810,james_jacobs_1806,
1hop-Thing_m118-dereck-isHusbandOf-BIN,Thing_m118,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#dereck_heath_1929> <http://www.example.com/genealogy.owl#isHusbandOf> <http://www.example.com/genealogy.owl#eileen_mary_rever_1929> },isHusbandOf,true,2,4,7,English,Is Dereck Heath the husband of Eileen Mary Rever?,TRUE,FALSE,TRUE,1,3,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m118-dereck-isHusbandOf-MC,Thing_m118,43,2,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#dereck_heath_1929> <http://www.example.com/genealogy.owl#isHusbandOf> ?object },isHusbandOf,eileen_mary_rever_1929,2,4,7,English,Who is the spouse of Dereck Heath?,eileen_mary_rever_1929,eileen_mary_rever_1929,eileen_mary_rever_1929,1,3,1.0,1.0,1.0,1.0,,,eileen_mary_rever_1929,1.0,1.0,1.0,1.0,,,eileen_mary_rever_1929,1.0,1.0,1.0,1.0,,,eileen_mary_rever_1929
1hop-Thing_m126-david-isSpouseOf-BIN,Thing_m126,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#david_bright_1934> <http://www.example.com/genealogy.owl#isSpouseOf> <http://www.example.com/genealogy.owl#margaret_grace_rever_1934> },isSpouseOf,true,2,5,9,English,Is David Bright married to Margaret Grace Rever?,TRUE,TRUE,TRUE,1,5,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m126-david-isSpouseOf-MC,Thing_m126,43,2,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#david_bright_1934> <http://www.example.com/genealogy.owl#isSpouseOf> ?object },isSpouseOf,margaret_grace_rever_1934,2,5,9,English,Who is the spouse of David Bright?,margaret_grace_rever_1934,margaret_grace_rever_1934,margaret_grace_rever_1934,1,5,1.0,1.0,1.0,1.0,,,margaret_grace_rever_1934,1.0,1.0,1.0,1.0,,,margaret_grace_rever_1934,1.0,1.0,1.0,1.0,,,margaret_grace_rever_1934
1hop-Thing_m127-m127-hasFemalePartner-BIN,Thing_m127,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#m127> <http://www.example.com/genealogy.owl#hasFemalePartner> <http://www.example.com/genealogy.owl#martha_stafford_1814> },hasFemalePartner,true,1,1,1,English,Does the individual identified as m127 have a female partner named Martha Stafford?,TRUE,TRUE,TRUE,0,0,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m127-m127-hasFemalePartner-MC,Thing_m127,43,2,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#m127> <http://www.example.com/genealogy.owl#hasFemalePartner> ?object },hasFemalePartner,martha_stafford_1814,1,1,1,English,Which female partner is associated with the individual identified as m127?,martha_stafford_1814,martha_stafford_1814,"martha_stafford_1814, Woman",0,0,1.0,1.0,1.0,1.0,,,martha_stafford_1814,1.0,1.0,1.0,1.0,,,martha_stafford_1814,0.5,1.0,0.6666666666666666,0.5,,woman,martha_stafford_1814
1hop-Thing_m132-thomas-isMalePartnerIn-BIN,Thing_m132,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#thomas_tacey_1806> <http://www.example.com/genealogy.owl#isMalePartnerIn> <http://www.example.com/genealogy.owl#m132> },isMalePartnerIn,true,1,2,10,English,Is Thomas Tacey a male partner in the relationship with m132?,TRUE,FALSE,TRUE,1,1,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m132-thomas-isMalePartnerIn-MC,Thing_m132,43,2,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#thomas_tacey_1806> <http://www.example.com/genealogy.owl#isMalePartnerIn> ?object },isMalePartnerIn,m132,1,2,10,English,Which individuals are known to be male partners of Thomas Tacey?,m132,Marriage,thomas_tacey_1806,1,1,0.0,0.0,0.0,0.0,m132,marriage,,1.0,1.0,1.0,1.0,,,m132,0.0,0.0,0.0,0.0,m132,thomas_tacey_1806,
1hop-Thing_m134-peter-isSpouseOf-BIN,Thing_m134,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#peter_william_bright_1941> <http://www.example.com/genealogy.owl#isSpouseOf> <http://www.example.com/genealogy.owl#diana_pool> },isSpouseOf,true,2,5,9,English,Is Peter William Bright married to Diana Pool?,TRUE,FALSE,TRUE,1,5,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m134-peter-isSpouseOf-MC,Thing_m134,43,2,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#peter_william_bright_1941> <http://www.example.com/genealogy.owl#isSpouseOf> ?object },isSpouseOf,diana_pool,2,5,9,English,Who is the spouse of Peter William Bright?,diana_pool_1945,diana_pool,diana_pool_1941,1,5,1.0,1.0,1.0,1.0,,,diana_pool,0.0,0.0,0.0,0.0,diana_pool,diana_pool_1945,,0.0,0.0,0.0,0.0,diana_pool,diana_pool_1941,
1hop-Thing_m135-ada-isSpouseOf-BIN,Thing_m135,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#ada_rachel_heath_1868> <http://www.example.com/genealogy.owl#isSpouseOf> <http://www.example.com/genealogy.owl#john_william_folland> },isSpouseOf,true,2,5,9,English,Is Ada Rachel Heath married to John William Folland?,TRUE,FALSE,TRUE,1,5,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m135-ada-isSpouseOf-MC,Thing_m135,43,2,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#ada_rachel_heath_1868> <http://www.example.com/genealogy.owl#isSpouseOf> ?object },isSpouseOf,john_william_folland,2,5,9,English,Who is the spouse of Ada Rachel Heath?,john_william_folland,john_william_folland,john_william_folland_1864,1,5,1.0,1.0,1.0,1.0,,,john_william_folland,1.0,1.0,1.0,1.0,,,john_william_folland,0.0,0.0,0.0,0.0,john_william_folland,john_william_folland_1864,
1hop-Thing_m138-mary-isSpouseOf-BIN,Thing_m138,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_eliza_jessop_1863> <http://www.example.com/genealogy.owl#isSpouseOf> <http://www.example.com/genealogy.owl#john_henry_harvey> },isSpouseOf,true,2,5,9,English,Is Mary Eliza Jessop married to John Henry Harvey?,TRUE,FALSE,TRUE,1,5,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m138-mary-isSpouseOf-MC,Thing_m138,43,2,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#mary_eliza_jessop_1863> <http://www.example.com/genealogy.owl#isSpouseOf> ?object },isSpouseOf,john_henry_harvey,2,5,9,English,Who is the spouse of Mary Eliza Jessop?,john_henry_harvey,Marriage,john_henry_harvey,1,5,0.0,0.0,0.0,0.0,john_henry_harvey,marriage,,1.0,1.0,1.0,1.0,,,john_henry_harvey,1.0,1.0,1.0,1.0,,,john_henry_harvey
1hop-Thing_m141--type-MC,Thing_m141,43,2,Membership,Multi Choice,SELECT ?class WHERE { <http://www.example.com/genealogy.owl#m141> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?class },type,"Marriage, DomainEntity",2,2,9,English,"What class or classes does the individual represented by the identifier ""m141"" belong to?","Person, Marriage, Male, Female",Marriage,Marriage,2,2,1.0,0.5,0.6666666666666666,0.5,domainentity,,marriage,0.25,0.5,0.3333333333333333,0.2,domainentity,"person, female, male",marriage,1.0,0.5,0.6666666666666666,0.5,domainentity,,marriage
1hop-Thing_m141--type-MC,Thing_m141,43,2,Membership,Multi Choice,SELECT ?class WHERE { <http://www.example.com/genealogy.owl#william_tacey_1783> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?class },type,"Person, DomainEntity, Man",2,3,8,English,What class or classes does William Tacey belong to?,"Male, Man, Person","Person, Man","Man, Person",2,2,1.0,0.6666666666666666,0.8,0.6666666666666666,domainentity,,"person, man",0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,domainentity,male,"person, man",1.0,0.6666666666666666,0.8,0.6666666666666666,domainentity,,"person, man"
1hop-Thing_m147-m147-hasFemalePartner-BIN,Thing_m147,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#m147> <http://www.example.com/genealogy.owl#hasFemalePartner> <http://www.example.com/genealogy.owl#sarah_lockey_1810> },hasFemalePartner,true,1,1,1,English,"Does the individual identified as ""m147"" have a female partner named Sarah Lockey?",TRUE,FALSE,TRUE,0,0,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m147-sarah-hasSpouse-BIN,Thing_m147,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_lockey_1810> <http://www.example.com/genealogy.owl#hasSpouse> <http://www.example.com/genealogy.owl#john_archer_1835> },hasSpouse,true,2,4,9,English,Is Sarah Lockey married to John Archer?,TRUE,TRUE,FALSE,1,4,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,0.0,0.0,0.0,0.0,true,false,
1hop-Thing_m147-sarah-hasSpouse-MC,Thing_m147,43,2,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#sarah_lockey_1810> <http://www.example.com/genealogy.owl#hasSpouse> ?object },hasSpouse,john_archer_1835,2,4,9,English,Who is the spouse of Sarah Lockey?,john_archer_1835,john_archer_1835,john_archer_1835,1,4,1.0,1.0,1.0,1.0,,,john_archer_1835,1.0,1.0,1.0,1.0,,,john_archer_1835,1.0,1.0,1.0,1.0,,,john_archer_1835
1hop-Thing_m147-m147-hasFemalePartner-MC,Thing_m147,43,2,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#m147> <http://www.example.com/genealogy.owl#hasFemalePartner> ?object },hasFemalePartner,sarah_lockey_1810,1,1,1,English,Who is the female partner of the individual identified as m147 in the genealogy records?,sarah_lockey_1810,sarah_lockey_1810,sarah_lockey_1810,0,0,1.0,1.0,1.0,1.0,,,sarah_lockey_1810,1.0,1.0,1.0,1.0,,,sarah_lockey_1810,1.0,1.0,1.0,1.0,,,sarah_lockey_1810
1hop-Thing_m149-m149-hasFemalePartner-BIN,Thing_m149,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#m149> <http://www.example.com/genealogy.owl#hasFemalePartner> <http://www.example.com/genealogy.owl#mary_frankish> },hasFemalePartner,true,1,1,1,English,"Does the individual identified as ""m149"" have a female partner named Mary Frankish?",TRUE,TRUE,TRUE,0,0,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m149-m149-hasFemalePartner-MC,Thing_m149,43,2,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#m149> <http://www.example.com/genealogy.owl#hasFemalePartner> ?object },hasFemalePartner,mary_frankish,1,1,1,English,Which female partner is associated with the individual identified as m149?,mary_frankish,mary_frankish,"mary_frankish, Woman",0,0,1.0,1.0,1.0,1.0,,,mary_frankish,1.0,1.0,1.0,1.0,,,mary_frankish,0.5,1.0,0.6666666666666666,0.5,,woman,mary_frankish
1hop-Thing_m155-james-isHusbandOf-BIN,Thing_m155,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_whitfield_1792> <http://www.example.com/genealogy.owl#isHusbandOf> <http://www.example.com/genealogy.owl#sarah_jewell_1790> },isHusbandOf,true,2,4,7,English,Is James Whitfield the husband of Sarah Jewell?,TRUE,TRUE,"To determine if James Whitfield is the husband of Sarah Jewell, we need to examine the provided context, specifically the individuals and their relationships.

1. The context provides an individual ""M155"" which represents a marriage.
2. M155 ""Has female partner Sarah jewell 1790"" and ""Has male partner James whitfield 1792"".
3. The property ""Has husband"" is defined as a chain of: ""Is female partner in"" followed by ""Has male partner"". This implies that if a woman is a female partner in a marriage, and that marriage has a male partner, then that male partner is her husband.

Given that Sarah Jewell is the female partner in M155 and James Whitfield is the male partner in M155, according to the definition of ""Has husband"", James Whitfield is the husband of Sarah Jewell.

TRUE",1,3,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true,0.0,0.0,0.0,0.0,true,"andthatmarriagehasamalepartner, jameswhitfieldisthehusbandofsarahjewell.true, thenthatmalepartnerisherhusband.giventhatsarahjewellisthefemalepartnerinm155andjameswhitfieldisthemalepartnerinm155, todetermineifjameswhitfieldisthehusbandofsarahjewell, specificallytheindividualsandtheirrelationships.1.thecontextprovidesanindividual""m155""whichrepresentsamarriage.2.m155""hasfemalepartnersarahjewell1790""and""hasmalepartnerjameswhitfield1792"".3.theproperty""hashusband""isdefinedasachainof:""isfemalepartnerin""followedby""hasmalepartner"".thisimpliesthatifawomanisafemalepartnerinamarriage, accordingtothedefinitionof""hashusband"", weneedtoexaminetheprovidedcontext",
1hop-Thing_m155-james-isHusbandOf-MC,Thing_m155,43,2,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#james_whitfield_1792> <http://www.example.com/genealogy.owl#isHusbandOf> ?object },isHusbandOf,sarah_jewell_1790,2,4,7,English,Who is the spouse of James Whitfield?,sarah_jewell_1790,sarah_jewell_1790,sarah_jewell_1790,1,3,1.0,1.0,1.0,1.0,,,sarah_jewell_1790,1.0,1.0,1.0,1.0,,,sarah_jewell_1790,1.0,1.0,1.0,1.0,,,sarah_jewell_1790
1hop-Thing_m157-m157-hasPartner-BIN,Thing_m157,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#m157> <http://www.example.com/genealogy.owl#hasPartner> <http://www.example.com/genealogy.owl#samuel_tubb_1811> },hasPartner,true,2,3,8,English,"Does the individual identified as ""m157"" have a partner named Samuel Tubb?",TRUE,FALSE,TRUE,1,2,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m157-samuel-hasSpouse-BIN,Thing_m157,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#samuel_tubb_1811> <http://www.example.com/genealogy.owl#hasSpouse> <http://www.example.com/genealogy.owl#caroline_cox> },hasSpouse,true,2,4,9,English,Does Samuel Tubb have a spouse named Caroline Cox?,TRUE,FALSE,TRUE,1,4,0.0,0.0,0.0,0.0,true,false,,1.0,1.0,1.0,1.0,,,true,1.0,1.0,1.0,1.0,,,true
1hop-Thing_m157-samuel-hasSpouse-MC,Thing_m157,43,2,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#samuel_tubb_1811> <http://www.example.com/genealogy.owl#hasSpouse> ?object },hasSpouse,caroline_cox,2,4,9,English,Who is the spouse of Samuel Tubb?,caroline_cox_1811,caroline_cox,caroline_lavinia_cox_1811,1,4,1.0,1.0,1.0,1.0,,,caroline_cox,0.0,0.0,0.0,0.0,caroline_cox,caroline_cox_1811,,0.0,0.0,0.0,0.0,caroline_cox,caroline_lavinia_cox_1811,
