Task ID,Root Entity,Size of ontology TBox,Size of ontology ABox,Task Type,Answer Type,SPARQL Query,Predicate,Answer,Avg Min Explanation Size,Avg Max Explanation Size,Avg Explanation Count,Task ID temp,Bin_Size of ontology ABox,Bin_Avg Min Explanation Size,strata,split,Language,Question
1hop-Thing_john_archer_1835-sarah-hasRelation-BIN,Thing_john_archer_1835,43,62,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_lockey_1848> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#elizabeth_clamper_1760> },hasRelation,true,3,4,10,1hop-Thing_john_archer_1835-sarah-hasRelation,34.0,26.0,34.0_26.0,train,English,Is there a relationship between Sarah Lockey and Elizabeth Clamper?
1hop-Thing_john_archer_1835-sarah-hasRelation-BIN,Thing_john_archer_1835,43,62,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_lockey_1848> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mary_archer_1850> },hasRelation,true,3,3,8,1hop-Thing_john_archer_1835-sarah-hasRelation,34.0,26.0,34.0_26.0,train,English,Is there a relationship between Sarah Lockey and Mary Archer?
1hop-Thing_john_archer_1835-john-hasRelation-BIN,Thing_john_archer_1835,43,62,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#john_english_archer> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mary_english_1862> },hasRelation,true,1,4,10,1hop-Thing_john_archer_1835-john-hasRelation,34.0,8.0,34.0_8.0,train,English,Is there a relationship between John English Archer and Mary English?
1hop-Thing_john_archer_1835-john-isBrotherOf-BIN,Thing_john_archer_1835,43,62,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#john_english_archer> <http://www.example.com/genealogy.owl#isBrotherOf> <http://www.example.com/genealogy.owl#thomas_archer_1868> },isBrotherOf,true,1,1,1,1hop-Thing_john_archer_1835-john-isBrotherOf,34.0,8.0,34.0_8.0,train,English,Is John English Archer the brother of Thomas Archer?
1hop-Thing_john_archer_1835-sarah-hasRelation-BIN,Thing_john_archer_1835,43,62,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_lockey_1848> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_archer_1840> },hasRelation,true,3,3,8,1hop-Thing_john_archer_1835-sarah-hasRelation,34.0,26.0,34.0_26.0,train,English,Is Sarah Lockey related to James Archer?
1hop-Thing_john_archer_1835-sarah-hasRelation-BIN,Thing_john_archer_1835,43,62,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_lockey_1848> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#william_archer_1801> },hasRelation,true,0,0,0,1hop-Thing_john_archer_1835-sarah-hasRelation,34.0,,34.0_nan,train,English,Is there a relationship between Sarah Lockey and William Archer?
1hop-Thing_john_archer_1835-sarah-hasRelation-BIN,Thing_john_archer_1835,43,62,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_lockey_1848> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#christopher_archer_1849> },hasRelation,true,3,3,8,1hop-Thing_john_archer_1835-sarah-hasRelation,34.0,26.0,34.0_26.0,train,English,Is there a relationship between Sarah Lockey and Christopher Archer?
1hop-Thing_john_archer_1835-john-isBrotherOf-MC,Thing_john_archer_1835,43,62,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#john_english_archer> <http://www.example.com/genealogy.owl#isBrotherOf> ?object },isBrotherOf,thomas_archer_1868,1,1,1,1hop-Thing_john_archer_1835-john-isBrotherOf,34.0,8.0,34.0_8.0,train,English,Who is the sibling of John English Archer?
1hop-Thing_john_bright_1930-leonard-hasRelation-BIN,Thing_john_bright_1930,43,55,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#leonard_john_bright_1890> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#avril_bright_1990> },hasRelation,true,4,4,3,1hop-Thing_john_bright_1930-leonard-hasRelation,30.0,35.0,30.0_35.0,train,English,Is there a relationship between Leonard John Bright and Avril Bright?
1hop-Thing_john_bright_1930-leonard-hasRelation-BIN,Thing_john_bright_1930,43,55,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#leonard_john_bright_1890> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#benjamin_pierrepoint_1994> },hasRelation,true,4,4,3,1hop-Thing_john_bright_1930-leonard-hasRelation,30.0,35.0,30.0_35.0,train,English,Is there a relationship between Leonard John Bright and Benjamin Pierrepoint?
1hop-Thing_john_bright_1930-leonard-hasRelation-BIN,Thing_john_bright_1930,43,55,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#leonard_john_bright_1890> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#holly_bright_1983> },hasRelation,true,4,4,3,1hop-Thing_john_bright_1930-leonard-hasRelation,30.0,35.0,30.0_35.0,train,English,Is there a relationship between Leonard John Bright and Holly Bright?
1hop-Thing_john_bright_1930-leonard-hasRelation-BIN,Thing_john_bright_1930,43,55,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#leonard_john_bright_1890> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#thomas_john_bright_1988> },hasRelation,true,4,4,3,1hop-Thing_john_bright_1930-leonard-hasRelation,30.0,35.0,30.0_35.0,train,English,Is there a relationship between Leonard John Bright and Thomas John Bright?
1hop-Thing_john_bright_1930-leonard-hasRelation-BIN,Thing_john_bright_1930,43,55,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#leonard_john_bright_1890> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#reece_bright_1993> },hasRelation,true,4,4,3,1hop-Thing_john_bright_1930-leonard-hasRelation,30.0,35.0,30.0_35.0,train,English,Is there a relationship between Leonard John Bright and Reece Bright?
1hop-Thing_john_bright_1930-leonard-hasRelation-BIN,Thing_john_bright_1930,43,55,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#leonard_john_bright_1890> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#christian_bright_1985> },hasRelation,true,4,4,3,1hop-Thing_john_bright_1930-leonard-hasRelation,30.0,35.0,30.0_35.0,train,English,Is there a relationship between Leonard John Bright and Christian Bright?
1hop-Thing_john_bright_1930-leonard-hasRelation-BIN,Thing_john_bright_1930,43,55,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#leonard_john_bright_1890> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#joyce_scutchings> },hasRelation,true,0,0,0,1hop-Thing_john_bright_1930-leonard-hasRelation,30.0,,30.0_nan,train,English,Is there a relationship between Leonard John Bright and Joyce Scutchings?
1hop-Thing_john_bright_1930-leonard-hasRelation-BIN,Thing_john_bright_1930,43,55,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#leonard_john_bright_1890> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#emily_jennifer_pierrepoint_1996> },hasRelation,true,4,4,3,1hop-Thing_john_bright_1930-leonard-hasRelation,30.0,35.0,30.0_35.0,train,English,Is there a relationship between Leonard John Bright and Emily Jennifer Pierrepoint?
1hop-Thing_john_bright_1930-frederick-hasRelation-BIN,Thing_john_bright_1930,43,55,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frederick_herbert_bright_1889> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#avril_bright_1990> },hasRelation,true,4,4,3,1hop-Thing_john_bright_1930-frederick-hasRelation,30.0,35.0,30.0_35.0,train,English,Is there a relationship between Frederick Herbert Bright and Avril Bright?
1hop-Thing_john_bright_1930-frederick-hasRelation-BIN,Thing_john_bright_1930,43,55,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frederick_herbert_bright_1889> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#benjamin_pierrepoint_1994> },hasRelation,true,4,4,3,1hop-Thing_john_bright_1930-frederick-hasRelation,30.0,35.0,30.0_35.0,train,English,Is there a relationship between Frederick Herbert Bright and Benjamin Pierrepoint?
1hop-Thing_john_bright_1930-frederick-hasRelation-BIN,Thing_john_bright_1930,43,55,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frederick_herbert_bright_1889> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#holly_bright_1983> },hasRelation,true,4,4,3,1hop-Thing_john_bright_1930-frederick-hasRelation,30.0,35.0,30.0_35.0,train,English,Is there a relationship between Frederick Herbert Bright and Holly Bright?
1hop-Thing_john_bright_1930-frederick-hasRelation-BIN,Thing_john_bright_1930,43,55,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frederick_herbert_bright_1889> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#thomas_john_bright_1988> },hasRelation,true,4,4,3,1hop-Thing_john_bright_1930-frederick-hasRelation,30.0,35.0,30.0_35.0,train,English,Is there a relationship between Frederick Herbert Bright and Thomas John Bright?
1hop-Thing_john_bright_1930-frederick-hasRelation-BIN,Thing_john_bright_1930,43,55,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frederick_herbert_bright_1889> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#reece_bright_1993> },hasRelation,true,4,4,3,1hop-Thing_john_bright_1930-frederick-hasRelation,30.0,35.0,30.0_35.0,train,English,Is there a relationship between Frederick Herbert Bright and Reece Bright?
1hop-Thing_john_bright_1930-frederick-hasRelation-BIN,Thing_john_bright_1930,43,55,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frederick_herbert_bright_1889> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#christian_bright_1985> },hasRelation,true,4,4,3,1hop-Thing_john_bright_1930-frederick-hasRelation,30.0,35.0,30.0_35.0,train,English,Is there a relationship between Frederick Herbert Bright and Christian Bright?
1hop-Thing_john_bright_1930-frederick-hasRelation-BIN,Thing_john_bright_1930,43,55,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frederick_herbert_bright_1889> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#joyce_scutchings> },hasRelation,true,0,0,0,1hop-Thing_john_bright_1930-frederick-hasRelation,30.0,,30.0_nan,train,English,Is there a relationship between Frederick Herbert Bright and Joyce Scutchings?
1hop-Thing_john_bright_1930-frederick-hasRelation-BIN,Thing_john_bright_1930,43,55,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frederick_herbert_bright_1889> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#emily_jennifer_pierrepoint_1996> },hasRelation,true,4,4,3,1hop-Thing_john_bright_1930-frederick-hasRelation,30.0,35.0,30.0_35.0,train,English,Is there a relationship between Frederick Herbert Bright and Emily Jennifer Pierrepoint?
1hop-Thing_john_cotton_1778-martha-hasAncestor-BIN,Thing_john_cotton_1778,43,34,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#martha_cotton_1832> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#susanna_wife_of_william_cotton> },hasAncestor,true,2,3,10,1hop-Thing_john_cotton_1778-martha-hasAncestor,18.0,17.0,18.0_17.0,train,English,"Does Martha Cotton have Susanna, wife of William Cotton, as an ancestor?"
1hop-Thing_john_cotton_1778-martha-hasAncestor-BIN,Thing_john_cotton_1778,43,34,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#martha_cotton_1806> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#susanna_wife_of_william_cotton> },hasAncestor,true,2,4,10,1hop-Thing_john_cotton_1778-martha-hasAncestor,18.0,17.0,18.0_17.0,train,English,"Does Martha Cotton have Susanna, wife of William Cotton, as an ancestor?"
1hop-Thing_john_cotton_1778-martha-hasAncestor-BIN,Thing_john_cotton_1778,43,34,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#martha_cotton_1806> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#william_cotton> },hasAncestor,true,2,4,10,1hop-Thing_john_cotton_1778-martha-hasAncestor,18.0,17.0,18.0_17.0,train,English,Does Martha Cotton have William Cotton as an ancestor?
1hop-Thing_john_cotton_1778-martha-hasAncestor-BIN,Thing_john_cotton_1778,43,34,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#martha_cotton_1832> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#william_cotton> },hasAncestor,true,2,4,10,1hop-Thing_john_cotton_1778-martha-hasAncestor,18.0,17.0,18.0_17.0,train,English,Does Martha Cotton have William Cotton as an ancestor?
1hop-Thing_john_cotton_1778-martha-hasAncestor-BIN,Thing_john_cotton_1778,43,34,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#martha_cotton_1806> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#martha_wife_of_john_cotton> },hasAncestor,true,1,3,10,1hop-Thing_john_cotton_1778-martha-hasAncestor,18.0,8.0,18.0_8.0,train,English,"Does Martha Cotton have an ancestor named Martha, who was the wife of John Cotton?"
1hop-Thing_john_cotton_1778-martha-hasAncestor-BIN,Thing_john_cotton_1778,43,34,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#martha_cotton_1806> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#john_cotton_1778> },hasAncestor,true,1,3,10,1hop-Thing_john_cotton_1778-martha-hasAncestor,18.0,8.0,18.0_8.0,train,English,Does Martha Cotton have John Cotton as an ancestor?
1hop-Thing_john_cotton_1778-william-hasFather-BIN,Thing_john_cotton_1778,43,34,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#william_john_cotton_1804> <http://www.example.com/genealogy.owl#hasFather> <http://www.example.com/genealogy.owl#john_cotton_1778> },hasFather,true,1,2,10,1hop-Thing_john_cotton_1778-william-hasFather,18.0,8.0,18.0_8.0,train,English,Does William John Cotton have John Cotton as his father?
1hop-Thing_john_cotton_1778-frances-hasAncestor-BIN,Thing_john_cotton_1778,43,34,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frances_cotton_1834> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#susanna_wife_of_william_cotton> },hasAncestor,true,2,4,10,1hop-Thing_john_cotton_1778-frances-hasAncestor,18.0,17.0,18.0_17.0,train,English,"Does Frances Cotton have Susanna, wife of William Cotton, as an ancestor?"
1hop-Thing_john_cotton_1778-frances-hasAncestor-BIN,Thing_john_cotton_1778,43,34,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#frances_cotton_1834> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#william_cotton> },hasAncestor,true,2,4,10,1hop-Thing_john_cotton_1778-frances-hasAncestor,18.0,17.0,18.0_17.0,train,English,Does Frances Cotton have William Cotton as an ancestor?
1hop-Thing_john_cotton_1778-martha-isAncestorOf-BIN,Thing_john_cotton_1778,43,34,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#martha_wife_of_john_cotton> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#susannah_cotton_1813> },isAncestorOf,true,1,3,10,1hop-Thing_john_cotton_1778-martha-isAncestorOf,18.0,8.0,18.0_8.0,train,English,"Is Martha, the wife of John Cotton, an ancestor of Susannah Cotton?"
1hop-Thing_john_cotton_1778-martha-isAncestorOf-BIN,Thing_john_cotton_1778,43,34,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#martha_wife_of_john_cotton> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#william_john_cotton_1804> },isAncestorOf,true,1,3,10,1hop-Thing_john_cotton_1778-martha-isAncestorOf,18.0,8.0,18.0_8.0,train,English,"Is Martha, the wife of John Cotton, an ancestor of William John Cotton?"
1hop-Thing_john_cotton_1778-martha-isAncestorOf-BIN,Thing_john_cotton_1778,43,34,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#martha_wife_of_john_cotton> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#rebecca_cotton_1818> },isAncestorOf,true,1,3,10,1hop-Thing_john_cotton_1778-martha-isAncestorOf,18.0,8.0,18.0_8.0,train,English,"Is Martha, the wife of John Cotton, an ancestor of Rebecca Cotton?"
1hop-Thing_john_cotton_1778-martha-isAncestorOf-BIN,Thing_john_cotton_1778,43,34,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#martha_wife_of_john_cotton> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#martha_cotton_1806> },isAncestorOf,true,1,3,10,1hop-Thing_john_cotton_1778-martha-isAncestorOf,18.0,8.0,18.0_8.0,train,English,"Is Martha, the wife of John Cotton, an ancestor of Martha Cotton?"
1hop-Thing_john_cotton_1778-susannah-isBloodrelationOf-BIN,Thing_john_cotton_1778,43,34,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#susannah_cotton_1813> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#vincent_cotton_1808> },isBloodrelationOf,true,2,5,10,1hop-Thing_john_cotton_1778-susannah-isBloodrelationOf,18.0,17.0,18.0_17.0,train,English,Is Susannah Cotton a blood relative of Vincent Cotton?
1hop-Thing_john_cotton_1778-susannah-isBloodrelationOf-BIN,Thing_john_cotton_1778,43,34,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#susannah_cotton_1813> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#martha_cotton_1806> },isBloodrelationOf,true,1,2,10,1hop-Thing_john_cotton_1778-susannah-isBloodrelationOf,18.0,8.0,18.0_8.0,train,English,Is Susannah Cotton a blood relative of Martha Cotton?
1hop-Thing_john_cotton_1778-susannah-isBloodrelationOf-BIN,Thing_john_cotton_1778,43,34,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#susannah_cotton_1813> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#william_john_cotton_1804> },isBloodrelationOf,true,1,2,10,1hop-Thing_john_cotton_1778-susannah-isBloodrelationOf,18.0,8.0,18.0_8.0,train,English,Is Susannah Cotton a blood relative of William John Cotton?
1hop-Thing_john_cotton_1778-susannah-isBloodrelationOf-BIN,Thing_john_cotton_1778,43,34,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#susannah_cotton_1813> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#rebecca_cotton_1818> },isBloodrelationOf,true,2,5,10,1hop-Thing_john_cotton_1778-susannah-isBloodrelationOf,18.0,17.0,18.0_17.0,train,English,Is Susannah Cotton a blood relative of Rebecca Cotton?
1hop-Thing_john_cotton_1778-susanna-isSpouseOf-BIN,Thing_john_cotton_1778,43,34,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#susanna_wife_of_william_cotton> <http://www.example.com/genealogy.owl#isSpouseOf> <http://www.example.com/genealogy.owl#william_cotton> },isSpouseOf,true,2,5,10,1hop-Thing_john_cotton_1778-susanna-isSpouseOf,18.0,17.0,18.0_17.0,train,English,Is Susanna the spouse of William Cotton?
1hop-Thing_john_cotton_1778-william-hasFather-MC,Thing_john_cotton_1778,43,34,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#william_john_cotton_1804> <http://www.example.com/genealogy.owl#hasFather> ?object },hasFather,john_cotton_1778,1,2,10,1hop-Thing_john_cotton_1778-william-hasFather,18.0,8.0,18.0_8.0,train,English,Who is the father of William John Cotton?
1hop-Thing_john_cotton_1778-susanna-isSpouseOf-MC,Thing_john_cotton_1778,43,34,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#susanna_wife_of_william_cotton> <http://www.example.com/genealogy.owl#isSpouseOf> ?object },isSpouseOf,william_cotton,2,5,10,1hop-Thing_john_cotton_1778-susanna-isSpouseOf,18.0,17.0,18.0_17.0,train,English,"Who is the spouse of Susanna, who is married to William Cotton?"
1hop-Thing_john_cotton_1778-susannah-isBloodrelationOf-MC,Thing_john_cotton_1778,43,34,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#susannah_cotton_1813> <http://www.example.com/genealogy.owl#isBloodrelationOf> ?object },isBloodrelationOf,"vincent_cotton_1808, rebecca_cotton_1818, martha_cotton_1806, william_john_cotton_1804",2,4,10,1hop-Thing_john_cotton_1778-susannah-isBloodrelationOf,18.0,17.0,18.0_17.0,train,English,Who are the blood relatives of Susannah Cotton?
1hop-Thing_john_cotton_1778-martha-hasAncestor-MC,Thing_john_cotton_1778,43,34,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#martha_cotton_1806> <http://www.example.com/genealogy.owl#hasAncestor> ?object },hasAncestor,"william_cotton, martha_wife_of_john_cotton, susanna_wife_of_william_cotton, john_cotton_1778",2,4,10,1hop-Thing_john_cotton_1778-martha-hasAncestor,18.0,17.0,18.0_17.0,train,English,Who are the ancestors of Martha Cotton?
1hop-Thing_john_jessop_1773-m182-hasPartner-BIN,Thing_john_jessop_1773,43,12,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#m182> <http://www.example.com/genealogy.owl#hasPartner> <http://www.example.com/genealogy.owl#mary_wife_of_john_jessop> },hasPartner,true,1,3,9,1hop-Thing_john_jessop_1773-m182-hasPartner,5.0,8.0,5.0_8.0,train,English,"Does the individual identified as m182 have a partner named Mary, who is the wife of John Jessop?"
1hop-Thing_john_lockey_1789-joseph-hasRelation-BIN,Thing_john_lockey_1789,43,44,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#joseph_lockey_1833> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_lockey_1840> },hasRelation,true,4,4,10,1hop-Thing_john_lockey_1789-joseph-hasRelation,24.0,35.0,24.0_35.0,train,English,Is there a relationship between Joseph Lockey and John Lockey?
1hop-Thing_john_lockey_1789-joseph-hasRelation-BIN,Thing_john_lockey_1789,43,44,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#joseph_lockey_1833> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#sarah_lockey_1848> },hasRelation,true,4,4,10,1hop-Thing_john_lockey_1789-joseph-hasRelation,24.0,35.0,24.0_35.0,train,English,Is there a relationship between Joseph Lockey and Sarah Lockey?
1hop-Thing_john_lockey_1789-joseph-hasRelation-BIN,Thing_john_lockey_1789,43,44,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#joseph_lockey_1833> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#ridman_lockey_1842> },hasRelation,true,4,4,10,1hop-Thing_john_lockey_1789-joseph-hasRelation,24.0,35.0,24.0_35.0,train,English,Is there a relationship between Joseph Lockey and Ridman Lockey?
1hop-Thing_john_tacey_steward_1873-eileen-hasAncestor-BIN,Thing_john_tacey_steward_1873,43,73,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#eileen_mary_rever_1929> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#eleanor_harsley_1808> },hasAncestor,true,2,5,10,1hop-Thing_john_tacey_steward_1873-eileen-hasAncestor,40.0,17.0,40.0_17.0,train,English,Does Eileen Mary Rever have Eleanor Harsley as an ancestor?
1hop-Thing_john_tacey_steward_1873-eileen-hasAncestor-BIN,Thing_john_tacey_steward_1873,43,73,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#eileen_mary_rever_1929> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#susannah_tacey_1834> },hasAncestor,true,2,4,10,1hop-Thing_john_tacey_steward_1873-eileen-hasAncestor,40.0,17.0,40.0_17.0,train,English,Does Eileen Mary Rever have Susannah Tacey as an ancestor?
1hop-Thing_john_tacey_steward_1873-eileen-hasAncestor-BIN,Thing_john_tacey_steward_1873,43,73,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#eileen_mary_rever_1929> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#james_steward_1830> },hasAncestor,true,2,4,10,1hop-Thing_john_tacey_steward_1873-eileen-hasAncestor,40.0,17.0,40.0_17.0,train,English,Does Eileen Mary Rever have James Steward as an ancestor?
1hop-Thing_john_tacey_steward_1873-eileen-hasAncestor-BIN,Thing_john_tacey_steward_1873,43,73,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#eileen_mary_rever_1929> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#john_steward_1802> },hasAncestor,true,2,5,10,1hop-Thing_john_tacey_steward_1873-eileen-hasAncestor,40.0,17.0,40.0_17.0,train,English,Does Eileen Mary Rever have John Steward as an ancestor?
1hop-Thing_john_tacey_steward_1873-eileen-hasAncestor-BIN,Thing_john_tacey_steward_1873,43,73,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#eileen_mary_rever_1929> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#mary_hollingsworth_1801> },hasAncestor,true,2,5,10,1hop-Thing_john_tacey_steward_1873-eileen-hasAncestor,40.0,17.0,40.0_17.0,train,English,Does Eileen Mary Rever have Mary Hollingsworth as an ancestor?
1hop-Thing_john_tacey_steward_1873-eileen-hasAncestor-BIN,Thing_john_tacey_steward_1873,43,73,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#eileen_mary_rever_1929> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#thomas_tacey_1806> },hasAncestor,true,2,5,10,1hop-Thing_john_tacey_steward_1873-eileen-hasAncestor,40.0,17.0,40.0_17.0,train,English,Does Eileen Mary Rever have Thomas Tacey as an ancestor?
1hop-Thing_lois_green_1871-susanna-hasRelation-BIN,Thing_lois_green_1871,43,79,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#susanna_pickard_1841> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#eileen_mary_rever_1929> },hasRelation,true,4,4,4,1hop-Thing_lois_green_1871-susanna-hasRelation,44.0,35.0,44.0_35.0,train,English,Is there a relationship between Susanna Pickard and Eileen Mary Rever?
1hop-Thing_lois_green_1871-susanna-hasRelation-BIN,Thing_lois_green_1871,43,79,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#susanna_pickard_1841> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#margaret_grace_rever_1934> },hasRelation,true,4,4,4,1hop-Thing_lois_green_1871-susanna-hasRelation,44.0,35.0,44.0_35.0,train,English,Is there a relationship between Susanna Pickard and Margaret Grace Rever?
