SPARQL_index,SPARQL_query,generated_question,language,answer_type,task_type,model,model_version,python_version,timestamp_request,response_time_sec,response_preview,success,temperature,max_tokens,top_p,presence_penalty,frequency_penalty
1704,ASK WHERE { <http://www.example.com/genealogy.owl#william_steward_1799> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#hannah_steward_1801> },Is there a relationship between William Steward and Hannah Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:02.148124,0.673,Is there a relationship between William Steward and Hannah Steward?,True,0.0,4096,1.0,0.0,0.0
1705,ASK WHERE { <http://www.example.com/genealogy.owl#william_steward_1799> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#elizabeth_steward_1850> },Is there a relationship between William Steward and Elizabeth Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:03.098383,0.848,Is there a relationship between William Steward and Elizabeth Steward?,True,0.0,4096,1.0,0.0,0.0
1706,ASK WHERE { <http://www.example.com/genealogy.owl#william_steward_1799> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#harsley_steward_1839> },Is there a relationship between William Steward and Harsley Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:04.293230,1.093,Is there a relationship between William Steward and Harsley Steward?,True,0.0,4096,1.0,0.0,0.0
1707,ASK WHERE { <http://www.example.com/genealogy.owl#william_steward_1799> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_steward_1802> },Is there a relationship between William Steward and John Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:05.242883,0.848,Is there a relationship between William Steward and John Steward?,True,0.0,4096,1.0,0.0,0.0
1708,ASK WHERE { <http://www.example.com/genealogy.owl#william_steward_1799> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#ellen_steward_1844> },Is there a relationship between William Steward and Ellen Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:06.666939,1.323,Is there a relationship between William Steward and Ellen Steward?,True,0.0,4096,1.0,0.0,0.0
1709,ASK WHERE { <http://www.example.com/genealogy.owl#william_steward_1799> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#sarah_steward_1849> },Is there a relationship between William Steward and Sarah Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:07.415850,0.649,Is there a relationship between William Steward and Sarah Steward?,True,0.0,4096,1.0,0.0,0.0
1710,ASK WHERE { <http://www.example.com/genealogy.owl#william_steward_1799> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mark_steward_1811> },Is there a relationship between William Steward and Mark Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:08.139494,0.622,Is there a relationship between William Steward and Mark Steward?,True,0.0,4096,1.0,0.0,0.0
1711,ASK WHERE { <http://www.example.com/genealogy.owl#william_steward_1799> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#william_steward_1766> },Is there a relationship between William Steward and another individual named William Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:09.038290,0.798,Is there a relationship between William Steward and another individual named William Steward?,True,0.0,4096,1.0,0.0,0.0
1712,ASK WHERE { <http://www.example.com/genealogy.owl#william_steward_1799> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_steward_1833> },Is there a relationship between William Steward and John Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:09.784785,0.644,Is there a relationship between William Steward and John Steward?,True,0.0,4096,1.0,0.0,0.0
1713,ASK WHERE { <http://www.example.com/genealogy.owl#william_steward_1799> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#joseph_steward_1837> },Is there a relationship between William Steward and Joseph Steward?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:10.733809,0.848,Is there a relationship between William Steward and Joseph Steward?,True,0.0,4096,1.0,0.0,0.0
1714,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#james_steward_1798> <http://www.example.com/genealogy.owl#hasSister> ?object },Who is the sister of James Steward?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:11.347436,0.512,Who is the sister of James Steward?,True,0.0,4096,1.0,0.0,0.0
1715,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#james_steward_1798> <http://www.example.com/genealogy.owl#hasMother> ?object },Who is the mother of James Steward?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:12.026817,0.578,Who is the mother of James Steward?,True,0.0,4096,1.0,0.0,0.0
1716,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#m105> <http://www.example.com/genealogy.owl#hasMalePartner> ?object },Who is the male partner of the individual identified as m105 in the genealogy records?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:12.846438,0.719,Who is the male partner of the individual identified as m105 in the genealogy records?,True,0.0,4096,1.0,0.0,0.0
1717,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#william_steward_1766> <http://www.example.com/genealogy.owl#hasWife> ?object },Who is the wife of William Steward?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:13.685951,0.738,Who is the wife of William Steward?,True,0.0,4096,1.0,0.0,0.0
1718,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#william_steward_1799> <http://www.example.com/genealogy.owl#hasRelation> ?object },Which individuals are related to William Steward?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:14.418216,0.632,Which individuals are related to William Steward?,True,0.0,4096,1.0,0.0,0.0
1719,ASK WHERE { <http://www.example.com/genealogy.owl#james_jessop_1836> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#robert_harvey> },Is there a relationship between James Jessop and Robert Harvey?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:15.252020,0.732,Is there a relationship between James Jessop and Robert Harvey?,True,0.0,4096,1.0,0.0,0.0
1720,ASK WHERE { <http://www.example.com/genealogy.owl#robert_harvey> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#robert_harvey_1906> },Is Robert Harvey a parent of Robert Harvey?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:16.882604,1.53,Is Robert Harvey a parent of Robert Harvey?,True,0.0,4096,1.0,0.0,0.0
1721,ASK WHERE { <http://www.example.com/genealogy.owl#robert_harvey> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#elma_harvey_1903> },Is Robert Harvey a parent of Elma Harvey?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:17.596571,0.613,Is Robert Harvey a parent of Elma Harvey?,True,0.0,4096,1.0,0.0,0.0
1722,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#robert_harvey> <http://www.example.com/genealogy.owl#isParentOf> ?object },Who are the children of Robert Harvey?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:18.396954,0.699,Who are the children of Robert Harvey?,True,0.0,4096,1.0,0.0,0.0
1723,ASK WHERE { <http://www.example.com/genealogy.owl#laura_templar_1994> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#emma_templar_1991> },Are Laura Templar and Emma Templar siblings?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:19.001669,0.502,Are Laura Templar and Emma Templar siblings?,True,0.0,4096,1.0,0.0,0.0
1724,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#laura_templar_1994> <http://www.example.com/genealogy.owl#isSiblingOf> ?object },Which individuals are siblings of Laura Templar?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:19.581160,0.479,Which individuals are siblings of Laura Templar?,True,0.0,4096,1.0,0.0,0.0
1725,ASK WHERE { <http://www.example.com/genealogy.owl#james_alexander_archer_1882> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_keith_archer_1946> },Is there a relationship between James Alexander Archer and James Keith Archer?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:20.221099,0.539,Is there a relationship between James Alexander Archer and James Keith Archer?,True,0.0,4096,1.0,0.0,0.0
1726,ASK WHERE { <http://www.example.com/genealogy.owl#james_alexander_archer_1882> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#ian_alexander_archer_1944> },Is there a relationship between James Alexander Archer and Ian Alexander Archer?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:21.325403,1.002,Is there a relationship between James Alexander Archer and Ian Alexander Archer?,True,0.0,4096,1.0,0.0,0.0
1727,ASK WHERE { <http://www.example.com/genealogy.owl#james_keith_archer_1946> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#alec_john_archer_1927> },Is there a relationship between James Keith Archer and Alec John Archer?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:21.898468,0.473,Is there a relationship between James Keith Archer and Alec John Archer?,True,0.0,4096,1.0,0.0,0.0
1728,ASK WHERE { <http://www.example.com/genealogy.owl#james_alexander_archer_1882> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#yvonne_archer_1940> },Is there a relationship between James Alexander Archer and Yvonne Archer?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:22.723710,0.725,Is there a relationship between James Alexander Archer and Yvonne Archer?,True,0.0,4096,1.0,0.0,0.0
1729,ASK WHERE { <http://www.example.com/genealogy.owl#james_keith_archer_1946> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#florelle_nenuphar_heath_1880> },Is there a relationship between James Keith Archer and Florelle Nenuphar Heath?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:23.619090,0.795,Is there a relationship between James Keith Archer and Florelle Nenuphar Heath?,True,0.0,4096,1.0,0.0,0.0
1730,ASK WHERE { <http://www.example.com/genealogy.owl#james_alexander_archer_1882> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#jean_margaret_archer_1934> },Is there a relationship between James Alexander Archer and Jean Margaret Archer?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:24.295604,0.575,Is there a relationship between James Alexander Archer and Jean Margaret Archer?,True,0.0,4096,1.0,0.0,0.0
1731,ASK WHERE { <http://www.example.com/genealogy.owl#james_keith_archer_1946> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#june_dowse_1941> },Is there a relationship between James Keith Archer and June Dowse?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:25.185561,0.789,Is there a relationship between James Keith Archer and June Dowse?,True,0.0,4096,1.0,0.0,0.0
1732,ASK WHERE { <http://www.example.com/genealogy.owl#james_keith_archer_1946> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_bright_1930> },Is there a relationship between James Keith Archer and John Bright?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:25.910878,0.624,Is there a relationship between James Keith Archer and John Bright?,True,0.0,4096,1.0,0.0,0.0
1733,ASK WHERE { <http://www.example.com/genealogy.owl#james_keith_archer_1946> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mary_archer_1885> },Is there a relationship between James Keith Archer and Mary Archer?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:26.504093,0.493,Is there a relationship between James Keith Archer and Mary Archer?,True,0.0,4096,1.0,0.0,0.0
1734,ASK WHERE { <http://www.example.com/genealogy.owl#james_keith_archer_1946> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#violet_heath_1887> },Is there a relationship between James Keith Archer and Violet Heath?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:27.345869,0.74,Is there a relationship between James Keith Archer and Violet Heath?,True,0.0,4096,1.0,0.0,0.0
1735,ASK WHERE { <http://www.example.com/genealogy.owl#james_keith_archer_1946> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#maureen_dowse_1939> },Is there a relationship between James Keith Archer and Maureen Dowse?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:28.076376,0.629,Is there a relationship between James Keith Archer and Maureen Dowse?,True,0.0,4096,1.0,0.0,0.0
1736,ASK WHERE { <http://www.example.com/genealogy.owl#james_keith_archer_1946> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#ian_alexander_archer_1944> },Is there a relationship between James Keith Archer and Ian Alexander Archer?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:28.824959,0.647,Is there a relationship between James Keith Archer and Ian Alexander Archer?,True,0.0,4096,1.0,0.0,0.0
1737,ASK WHERE { <http://www.example.com/genealogy.owl#james_keith_archer_1946> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#ethel_archer_1912> },Is James Keith Archer related to Ethel Archer?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:29.587153,0.66,Is James Keith Archer related to Ethel Archer?,True,0.0,4096,1.0,0.0,0.0
1738,ASK WHERE { <http://www.example.com/genealogy.owl#james_keith_archer_1946> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#joyce_archer_1921> },Is there a relationship between James Keith Archer and Joyce Archer?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:30.260218,0.573,Is there a relationship between James Keith Archer and Joyce Archer?,True,0.0,4096,1.0,0.0,0.0
1739,ASK WHERE { <http://www.example.com/genealogy.owl#james_keith_archer_1946> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#yvonne_archer_1940> },Is there a relationship between James Keith Archer and Yvonne Archer?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:30.960945,0.599,Is there a relationship between James Keith Archer and Yvonne Archer?,True,0.0,4096,1.0,0.0,0.0
1740,ASK WHERE { <http://www.example.com/genealogy.owl#james_keith_archer_1946> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#alan_john_dowse_1936> },Is there a relationship between James Keith Archer and Alan John Dowse?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:31.743453,0.682,Is there a relationship between James Keith Archer and Alan John Dowse?,True,0.0,4096,1.0,0.0,0.0
1741,ASK WHERE { <http://www.example.com/genealogy.owl#james_keith_archer_1946> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#william_lock_jacobs_1861> },Is there a relationship between James Keith Archer and William Lock Jacobs?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:32.591124,0.746,Is there a relationship between James Keith Archer and William Lock Jacobs?,True,0.0,4096,1.0,0.0,0.0
1742,ASK WHERE { <http://www.example.com/genealogy.owl#james_keith_archer_1946> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#daisy_harriet_heath_1889> },Is there a relationship between James Keith Archer and Daisy Harriet Heath?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:33.520270,0.828,Is there a relationship between James Keith Archer and Daisy Harriet Heath?,True,0.0,4096,1.0,0.0,0.0
1743,ASK WHERE { <http://www.example.com/genealogy.owl#james_keith_archer_1946> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#norman_james_archer_1909> },Is there a relationship between James Keith Archer and Norman James Archer?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:34.091658,0.47,Is there a relationship between James Keith Archer and Norman James Archer?,True,0.0,4096,1.0,0.0,0.0
1744,ASK WHERE { <http://www.example.com/genealogy.owl#james_keith_archer_1946> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#martin_dowse_1944> },Do James Keith Archer and Martin Dowse have a familial relationship?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:34.656908,0.464,Do James Keith Archer and Martin Dowse have a familial relationship?,True,0.0,4096,1.0,0.0,0.0
1745,ASK WHERE { <http://www.example.com/genealogy.owl#james_keith_archer_1946> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#peter_william_bright_1941> },Is there a relationship between James Keith Archer and Peter William Bright?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:35.428146,0.668,Is there a relationship between James Keith Archer and Peter William Bright?,True,0.0,4096,1.0,0.0,0.0
1746,ASK WHERE { <http://www.example.com/genealogy.owl#james_keith_archer_1946> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#harriet_whitefield_1861> },Is there a relationship between James Keith Archer and Harriet Whitefield?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:36.117471,0.588,Is there a relationship between James Keith Archer and Harriet Whitefield?,True,0.0,4096,1.0,0.0,0.0
1747,ASK WHERE { <http://www.example.com/genealogy.owl#james_keith_archer_1946> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#david_bright_1934> },Is there a relationship between James Keith Archer and David Bright?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:36.996245,0.777,Is there a relationship between James Keith Archer and David Bright?,True,0.0,4096,1.0,0.0,0.0
1748,ASK WHERE { <http://www.example.com/genealogy.owl#james_keith_archer_1946> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#jean_margaret_archer_1934> },Is there a relationship between James Keith Archer and Jean Margaret Archer?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:37.628887,0.529,Is there a relationship between James Keith Archer and Jean Margaret Archer?,True,0.0,4096,1.0,0.0,0.0
1749,ASK WHERE { <http://www.example.com/genealogy.owl#james_keith_archer_1946> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#lily_archer_1880> },Is there a relationship between James Keith Archer and Lily Archer?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:38.372138,0.643,Is there a relationship between James Keith Archer and Lily Archer?,True,0.0,4096,1.0,0.0,0.0
1750,ASK WHERE { <http://www.example.com/genealogy.owl#james_keith_archer_1946> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_archer_1835> },Is there a relationship between James Keith Archer and John Archer?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:39.083197,0.538,Is there a relationship between James Keith Archer and John Archer?,True,0.0,4096,1.0,0.0,0.0
1751,ASK WHERE { <http://www.example.com/genealogy.owl#james_keith_archer_1946> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#sarah_lockey_1848> },Is there a relationship between James Keith Archer and Sarah Lockey?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:39.656425,0.471,Is there a relationship between James Keith Archer and Sarah Lockey?,True,0.0,4096,1.0,0.0,0.0
1752,ASK WHERE { <http://www.example.com/genealogy.owl#james_keith_archer_1946> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#iris_ellen_archer_1906> },Is there a relationship between James Keith Archer and Iris Ellen Archer?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:40.505379,0.747,Is there a relationship between James Keith Archer and Iris Ellen Archer?,True,0.0,4096,1.0,0.0,0.0
1753,ASK WHERE { <http://www.example.com/genealogy.owl#james_keith_archer_1946> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_alexander_archer_1882> },Is there a relationship between James Keith Archer and James Alexander Archer?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:41.226366,0.62,Is there a relationship between James Keith Archer and James Alexander Archer?,True,0.0,4096,1.0,0.0,0.0
1754,ASK WHERE { <http://www.example.com/genealogy.owl#yvonne_archer_1940> <http://www.example.com/genealogy.owl#isChildOf> <http://www.example.com/genealogy.owl#norman_james_archer_1909> },Is Yvonne Archer a child of Norman James Archer?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:42.161666,0.834,Is Yvonne Archer a child of Norman James Archer?,True,0.0,4096,1.0,0.0,0.0
1755,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#yvonne_archer_1940> <http://www.example.com/genealogy.owl#isChildOf> ?object },Who is the parent of Yvonne Archer?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:42.976424,0.713,Who is the parent of Yvonne Archer?,True,0.0,4096,1.0,0.0,0.0
1756,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#james_keith_archer_1946> <http://www.example.com/genealogy.owl#hasRelation> ?object },Which individuals are related to James Keith Archer?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:43.716547,0.639,Which individuals are related to James Keith Archer?,True,0.0,4096,1.0,0.0,0.0
1757,ASK WHERE { <http://www.example.com/genealogy.owl#m177> <http://www.example.com/genealogy.owl#hasPartner> <http://www.example.com/genealogy.owl#hannah_hutchinson_1804> },"Does the individual with the identifier ""m177"" have a partner named Hannah Hutchinson?",English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:44.726965,0.909,"Does the individual with the identifier ""m177"" have a partner named Hannah Hutchinson?",True,0.0,4096,1.0,0.0,0.0
1758,ASK WHERE { <http://www.example.com/genealogy.owl#lois_green_1871> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#mary_paddison> },Does Lois Green have Mary Paddison as an ancestor?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:45.559016,0.73,Does Lois Green have Mary Paddison as an ancestor?,True,0.0,4096,1.0,0.0,0.0
1759,ASK WHERE { <http://www.example.com/genealogy.owl#lois_green_1871> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#william_green> },Does Lois Green have William Green as an ancestor?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:46.348551,0.689,Does Lois Green have William Green as an ancestor?,True,0.0,4096,1.0,0.0,0.0
1760,ASK WHERE { <http://www.example.com/genealogy.owl#hannah_hutchinson_1804> <http://www.example.com/genealogy.owl#hasParent> <http://www.example.com/genealogy.owl#mary_paddison> },Does Hannah Hutchinson have Mary Paddison as a parent?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:47.141314,0.69,Does Hannah Hutchinson have Mary Paddison as a parent?,True,0.0,4096,1.0,0.0,0.0
1761,ASK WHERE { <http://www.example.com/genealogy.owl#lois_green_1871> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#william_hutchinson> },Does Lois Green have William Hutchinson as an ancestor?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:47.904029,0.662,Does Lois Green have William Hutchinson as an ancestor?,True,0.0,4096,1.0,0.0,0.0
1762,ASK WHERE { <http://www.example.com/genealogy.owl#hannah_hutchinson_1804> <http://www.example.com/genealogy.owl#hasParent> <http://www.example.com/genealogy.owl#william_hutchinson> },Is Hannah Hutchinson the child of William Hutchinson?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:48.587234,0.582,Is Hannah Hutchinson the child of William Hutchinson?,True,0.0,4096,1.0,0.0,0.0
1763,ASK WHERE { <http://www.example.com/genealogy.owl#lois_green_1871> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#mary_frankish> },Does Lois Green have Mary Frankish as an ancestor?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:20:49.141836,0.453,Does Lois Green have Mary Frankish as an ancestor?,True,0.0,4096,1.0,0.0,0.0
